Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;513;9;37
Rust(Stadt);102;1980;60;0;4
Eisenstadt-Umgebung;103;43236;1254;17;59
Güssing;104;25699;950;14;48
Jennersdorf;105;17097;633;16;17
Mattersburg;106;40042;1180;21;39
Neusiedl am See;107;59990;1631;26;103
Oberpullendorf;108;37384;1363;16;42
Oberwart;109;54192;1883;51;38
Klagenfurt Stadt;201;101300;3866;117;166
Villach Stadt;202;62882;2086;42;109
Hermagor;203;18054;943;13;91
Klagenfurt Land;204;60014;2312;23;120
Sankt Veit an der Glan;205;54186;2374;74;128
Spittal an der Drau;206;75868;2062;30;176
Villach Land;207;64618;2298;56;104
Völkermarkt;208;41862;2308;42;103
Wolfsberg;209;52607;2308;55;84
Feldkirchen;210;29902;1280;30;80
Krems an der Donau(Stadt);301;25036;869;29;24
Sankt Pölten(Stadt);302;55514;2212;32;56
Waidhofen an der Ybbs(Stadt);303;11222;514;7;57
Wiener Neustadt(Stadt);304;45823;1600;31;55
Amstetten;305;116520;6297;96;402
Baden;306;146751;4407;59;241
Bruck an der Leitha;307;103735;2833;52;103
Gänserndorf;308;104782;2341;26;178
Gmünd;309;36553;1511;33;54
Hollabrunn;310;51033;1172;26;24
Horn;311;30936;622;10;26
Korneuburg;312;91254;2292;26;57
Krems(Land);313;56487;1943;25;47
Lilienfeld;314;25655;957;28;23
Melk;315;78191;3151;63;129
Mistelbach;316;75625;1554;27;86
Mödling;317;119115;3364;57;124
Neunkirchen;318;86343;2813;56;156
Sankt Pölten(Land);319;131729;4280;77;162
Scheibbs;320;41414;2070;23;77
Tulln;321;104593;2977;40;153
Waidhofen an der Thaya;322;25682;839;13;20
Wiener Neustadt(Land);323;78307;2180;29;122
Zwettl;325;41987;1722;14;83
Linz(Stadt);401;206595;8677;163;258
Steyr(Stadt);402;38056;1582;17;49
Wels(Stadt);403;62470;3097;50;68
Braunau am Inn;404;105553;4383;50;134
Eferding;405;33178;2027;25;26
Freistadt;406;66861;3636;71;134
Gmunden;407;101859;4635;67;245
Grieskirchen;408;64875;3773;56;119
Kirchdorf an der Krems;409;57071;2398;49;126
Linz-Land;410;151371;6374;73;136
Perg;411;68968;3586;42;142
Ried im Innkreis;412;61690;3650;70;116
Rohrbach;413;56545;3892;86;125
Schärding;414;57391;3629;57;137
Steyr-Land;415;60717;3037;57;92
Urfahr-Umgebung;416;86005;4645;62;77
Vöcklabruck;417;137297;6707;104;344
Wels-Land;418;73777;3087;43;122
Salzburg(Stadt);501;155021;6385;66;385
Hallein;502;60824;3871;31;309
Salzburg-Umgebung;503;153492;7236;71;432
Sankt Johann im Pongau;504;81194;5410;78;293
Tamsweg;505;20251;1462;28;103
Zell am See;506;87628;4478;67;299
Graz(Stadt);601;291072;9047;200;320
Deutschlandsberg;603;60867;1876;50;161
Graz-Umgebung;606;156070;4788;190;220
Leibnitz;610;84756;3073;70;133
Leoben;611;59700;2036;75;43
Liezen;612;79652;3004;69;215
Murau;614;27543;1028;15;59
Voitsberg;616;51044;1914;72;44
Weiz;617;90654;2792;97;98
Murtal;620;71698;2774;111;156
Bruck-Mürzzuschlag;621;98697;3666;156;121
Hartberg-Fürstenfeld;622;90606;3687;126;133
Südoststeiermark;623;84036;3014;111;120
Innsbruck-Stadt;701;131961;6390;79;100
Imst;702;60474;3018;29;96
Innsbruck-Land;703;180453;9087;110;243
Kitzbühel;704;64168;2743;26;133
Kufstein;705;110287;6359;108;151
Landeck;706;44386;2634;30;128
Lienz;707;48738;2604;36;93
Reutte;708;32838;978;3;49
Schwaz;709;84329;6769;98;128
Bludenz;801;64107;2840;37;78
Bregenz;802;134987;6197;80;219
Dornbirn;803;89912;5101;41;248
Feldkirch;804;108133;5326;62;205
Wien;900;1911191;72999;1125;2314
