Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-11-30T23:02:00
5-14;0;2020-11-30T23:02:00
15-24;0;2020-11-30T23:02:00
25-34;0;2020-11-30T23:02:00
35-44;0;2020-11-30T23:02:00
45-54;3;2020-11-30T23:02:00
55-64;9;2020-11-30T23:02:00
65-74;47;2020-11-30T23:02:00
75-84;172;2020-11-30T23:02:00
>84;579;2020-11-30T23:02:00
