time;Belegung Normalbetten in %;Timestamp
01.04.2020;5;2020-06-20T10:21:15
02.04.2020;5;2020-06-20T10:21:15
03.04.2020;5;2020-06-20T10:21:15
04.04.2020;5;2020-06-20T10:21:15
05.04.2020;4;2020-06-20T10:21:15
06.04.2020;5;2020-06-20T10:21:15
07.04.2020;4;2020-06-20T10:21:15
08.04.2020;4;2020-06-20T10:21:15
09.04.2020;4;2020-06-20T10:21:15
10.04.2020;4;2020-06-20T10:21:15
11.04.2020;4;2020-06-20T10:21:15
12.04.2020;4;2020-06-20T10:21:15
13.04.2020;4;2020-06-20T10:21:15
14.04.2020;4;2020-06-20T10:21:15
15.04.2020;4;2020-06-20T10:21:15
16.04.2020;4;2020-06-20T10:21:15
17.04.2020;4;2020-06-20T10:21:15
18.04.2020;3;2020-06-20T10:21:15
19.04.2020;3;2020-06-20T10:21:15
20.04.2020;3;2020-06-20T10:21:15
21.04.2020;3;2020-06-20T10:21:15
22.04.2020;3;2020-06-20T10:21:15
23.04.2020;3;2020-06-20T10:21:15
24.04.2020;3;2020-06-20T10:21:15
25.04.2020;3;2020-06-20T10:21:15
26.04.2020;3;2020-06-20T10:21:15
27.04.2020;3;2020-06-20T10:21:15
28.04.2020;3;2020-06-20T10:21:15
29.04.2020;2;2020-06-20T10:21:15
30.04.2020;2;2020-06-20T10:21:15
01.05.2020;2;2020-06-20T10:21:15
02.05.2020;2;2020-06-20T10:21:15
03.05.2020;2;2020-06-20T10:21:15
04.05.2020;2;2020-06-20T10:21:15
05.05.2020;2;2020-06-20T10:21:15
06.05.2020;2;2020-06-20T10:21:15
07.05.2020;2;2020-06-20T10:21:15
08.05.2020;2;2020-06-20T10:21:15
09.05.2020;2;2020-06-20T10:21:15
10.05.2020;1;2020-06-20T10:21:15
11.05.2020;1;2020-06-20T10:21:15
12.05.2020;1;2020-06-20T10:21:15
13.05.2020;1;2020-06-20T10:21:15
14.05.2020;1;2020-06-20T10:21:15
15.05.2020;1;2020-06-20T10:21:15
16.05.2020;1;2020-06-20T10:21:15
17.05.2020;1;2020-06-20T10:21:15
18.05.2020;1;2020-06-20T10:21:15
19.05.2020;1;2020-06-20T10:21:15
20.05.2020;1;2020-06-20T10:21:15
21.05.2020;1;2020-06-20T10:21:15
22.05.2020;1;2020-06-20T10:21:15
23.05.2020;1;2020-06-20T10:21:15
24.05.2020;1;2020-06-20T10:21:15
25.05.2020;1;2020-06-20T10:21:15
26.05.2020;1;2020-06-20T10:21:15
27.05.2020;1;2020-06-20T10:21:15
28.05.2020;1;2020-06-20T10:21:15
29.05.2020;1;2020-06-20T10:21:15
30.05.2020;1;2020-06-20T10:21:15
31.05.2020;1;2020-06-20T10:21:15
01.06.2020;1;2020-06-20T10:21:15
02.06.2020;0;2020-06-20T10:21:15
03.06.2020;1;2020-06-20T10:21:15
04.06.2020;1;2020-06-20T10:21:15
05.06.2020;1;2020-06-20T10:21:15
06.06.2020;1;2020-06-20T10:21:15
07.06.2020;1;2020-06-20T10:21:15
08.06.2020;1;2020-06-20T10:21:15
09.06.2020;1;2020-06-20T10:21:15
10.06.2020;1;2020-06-20T10:21:15
11.06.2020;1;2020-06-20T10:21:15
12.06.2020;1;2020-06-20T10:21:15
13.06.2020;1;2020-06-20T10:21:15
14.06.2020;1;2020-06-20T10:21:15
15.06.2020;1;2020-06-20T10:21:15
16.06.2020;1;2020-06-20T10:21:15
17.06.2020;1;2020-06-20T10:21:15
18.06.2020;1;2020-06-20T10:21:15
19.06.2020;1;2020-06-20T10:21:15
20.06.2020;1;2020-06-20T10:21:15
