Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14637;60;0;10
Rust(Stadt);102;1940;3;0;0
Eisenstadt-Umgebung;103;42927;195;4;46
Güssing;104;25797;124;0;17
Jennersdorf;105;17066;32;0;12
Mattersburg;106;39925;192;1;24
Neusiedl am See;107;59552;401;5;81
Oberpullendorf;108;37513;142;1;32
Oberwart;109;54076;340;4;46
Klagenfurt Stadt;201;100817;405;3;115
Villach Stadt;202;62243;181;0;42
Hermagor;203;18224;71;0;10
Klagenfurt Land;204;59800;171;2;33
Sankt Veit an der Glan;205;54555;195;0;39
Spittal an der Drau;206;76091;117;1;17
Villach Land;207;64668;168;2;22
Völkermarkt;208;41878;190;4;39
Wolfsberg;209;52726;134;1;37
Feldkirchen;210;29937;56;0;9
Krems an der Donau(Stadt);301;24876;192;5;37
Sankt Pölten(Stadt);302;55044;444;9;65
Waidhofen an der Ybbs(Stadt);303;11261;55;3;18
Wiener Neustadt(Stadt);304;45277;378;0;74
Amstetten;305;116114;633;16;160
Baden;306;146203;995;7;145
Bruck an der Leitha;307;102010;727;5;162
Gänserndorf;308;103686;692;6;103
Gmünd;309;36773;214;1;53
Hollabrunn;310;50858;161;2;30
Horn;311;31090;141;5;9
Korneuburg;312;90889;688;6;142
Krems(Land);313;56596;438;8;62
Lilienfeld;314;25812;164;5;44
Melk;315;77962;478;5;65
Mistelbach;316;75483;449;7;33
Mödling;317;118998;938;13;171
Neunkirchen;318;86291;635;9;79
Sankt Pölten(Land);319;131044;871;11;165
Scheibbs;320;41403;199;2;19
Tulln;321;103771;669;6;173
Waidhofen an der Thaya;322;25888;215;2;40
Wiener Neustadt(Land);323;77991;396;9;58
Zwettl;325;42222;277;2;48
Linz(Stadt);401;205726;1914;23;248
Steyr(Stadt);402;38193;271;2;68
Wels(Stadt);403;61727;697;1;146
Braunau am Inn;404;104408;506;7;79
Eferding;405;33156;206;6;55
Freistadt;406;66621;451;6;104
Gmunden;407;101631;601;3;151
Grieskirchen;408;64721;452;1;176
Kirchdorf an der Krems;409;56866;209;2;46
Linz-Land;410;150273;1240;11;140
Perg;411;68459;533;4;42
Ried im Innkreis;412;61204;524;1;135
Rohrbach;413;56524;458;1;87
Schärding;414;57307;374;1;150
Steyr-Land;415;60427;414;7;79
Urfahr-Umgebung;416;85505;628;6;89
Vöcklabruck;417;136253;904;4;213
Wels-Land;418;73094;466;1;93
Salzburg(Stadt);501;154211;924;3;221
Hallein;502;60374;814;3;296
Salzburg-Umgebung;503;152281;1079;12;399
Sankt Johann im Pongau;504;80573;999;18;250
Tamsweg;505;20320;103;1;42
Zell am See;506;87462;665;9;151
Graz(Stadt);601;288806;1816;56;335
Deutschlandsberg;603;60821;171;2;45
Graz-Umgebung;606;154260;696;40;134
Leibnitz;610;82484;386;9;73
Leoben;611;60060;251;3;71
Liezen;612;79901;318;2;74
Murau;614;27659;46;0;4
Voitsberg;616;51161;282;6;60
Weiz;617;90343;414;18;64
Murtal;620;72004;252;2;90
Bruck-Mürzzuschlag;621;98984;298;13;53
Hartberg-Fürstenfeld;622;90622;521;43;84
Südoststeiermark;623;85947;185;2;61
Innsbruck-Stadt;701;132110;2116;11;364
Imst;702;60056;689;6;147
Innsbruck-Land;703;179318;1767;14;385
Kitzbühel;704;63881;547;11;45
Kufstein;705;109682;1220;35;126
Landeck;706;44362;1361;17;112
Lienz;707;48753;238;6;36
Reutte;708;32670;167;1;30
Schwaz;709;83873;1176;15;247
Bludenz;801;63714;632;6;106
Bregenz;802;134383;1053;12;275
Dornbirn;803;89041;795;6;200
Feldkirch;804;107159;970;4;253
Wien;900;1897491;25314;312;3396
