Bundesland;Anzahl;GKZ;Timestamp
Wien;7985;9;2020-12-08T16:02:00
Vorarlberg;2014;8;2020-12-08T16:02:00
Tirol;3358;7;2020-12-08T16:02:00
Steiermark;10697;6;2020-12-08T16:02:00
Salzburg;3580;5;2020-12-08T16:02:00
Oberösterreich;4625;4;2020-12-08T16:02:00
Niederösterreich;6320;3;2020-12-08T16:02:00
Kärnten;2093;2;2020-12-08T16:02:00
Burgenland;1082;1;2020-12-08T16:02:00
