Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;940;11;8
Rust(Stadt);102;1980;75;0;1
Eisenstadt-Umgebung;103;43236;2329;25;25
Güssing;104;25699;1828;55;17
Jennersdorf;105;17097;1301;25;17
Mattersburg;106;40042;2259;32;30
Neusiedl am See;107;59990;3237;39;28
Oberpullendorf;108;37384;2242;42;15
Oberwart;109;54192;3638;87;42
Klagenfurt Stadt;201;101300;6104;157;99
Villach Stadt;202;62882;3782;68;109
Hermagor;203;18054;1868;28;8
Klagenfurt Land;204;60014;4111;65;66
Sankt Veit an der Glan;205;54186;3876;97;49
Spittal an der Drau;206;75868;5659;121;159
Villach Land;207;64618;4354;80;56
Völkermarkt;208;41862;3598;61;40
Wolfsberg;209;52607;3403;73;25
Feldkirchen;210;29902;2343;52;54
Krems an der Donau(Stadt);301;25036;1354;30;18
Sankt Pölten(Stadt);302;55514;3718;55;83
Waidhofen an der Ybbs(Stadt);303;11222;889;14;15
Wiener Neustadt(Stadt);304;45823;3833;86;36
Amstetten;305;116520;9767;129;120
Baden;306;146751;9730;123;97
Bruck an der Leitha;307;103735;5957;88;63
Gänserndorf;308;104782;5684;64;54
Gmünd;309;36553;2663;43;21
Hollabrunn;310;51033;2548;52;29
Horn;311;30936;1494;26;27
Korneuburg;312;91254;4243;50;60
Krems(Land);313;56487;3215;41;50
Lilienfeld;314;25655;1600;41;46
Melk;315;78191;5659;101;58
Mistelbach;316;75625;3690;34;52
Mödling;317;119115;6287;114;40
Neunkirchen;318;86343;5862;97;58
Sankt Pölten(Land);319;131729;7595;134;133
Scheibbs;320;41414;3727;42;40
Tulln;321;104593;5285;82;38
Waidhofen an der Thaya;322;25682;1671;14;5
Wiener Neustadt(Land);323;78307;5153;93;40
Zwettl;325;41987;3284;38;31
Linz(Stadt);401;206595;13276;216;278
Steyr(Stadt);402;38056;2345;18;61
Wels(Stadt);403;62470;5424;69;122
Braunau am Inn;404;105553;8909;105;162
Eferding;405;33178;2737;33;17
Freistadt;406;66861;5402;93;79
Gmunden;407;101859;7632;106;82
Grieskirchen;408;64875;5136;68;76
Kirchdorf an der Krems;409;57071;4111;81;81
Linz-Land;410;151371;9921;86;225
Perg;411;68968;5711;72;85
Ried im Innkreis;412;61690;5804;98;70
Rohrbach;413;56545;5072;96;36
Schärding;414;57391;5283;69;48
Steyr-Land;415;60717;4160;69;68
Urfahr-Umgebung;416;86005;6002;73;68
Vöcklabruck;417;137297;11278;156;180
Wels-Land;418;73777;5507;61;119
Salzburg(Stadt);501;155021;11490;137;147
Hallein;502;60824;6538;64;140
Salzburg-Umgebung;503;153492;12258;120;107
Sankt Johann im Pongau;504;81194;9455;115;90
Tamsweg;505;20251;2463;40;22
Zell am See;506;87628;7182;105;60
Graz(Stadt);601;291072;15692;299;381
Deutschlandsberg;603;60867;3929;108;129
Graz-Umgebung;606;156070;8450;245;177
Leibnitz;610;84756;5765;110;135
Leoben;611;59700;3284;110;41
Liezen;612;79652;5349;112;78
Murau;614;27543;1924;29;64
Voitsberg;616;51044;3299;114;79
Weiz;617;90654;5967;143;211
Murtal;620;71698;4842;165;181
Bruck-Mürzzuschlag;621;98697;5921;245;64
Hartberg-Fürstenfeld;622;90606;7165;181;154
Südoststeiermark;623;84036;5877;169;130
Innsbruck-Stadt;701;131961;9365;95;162
Imst;702;60474;4888;37;128
Innsbruck-Land;703;180453;13298;136;229
Kitzbühel;704;64168;4363;42;33
Kufstein;705;110287;9294;137;125
Landeck;706;44386;3548;47;43
Lienz;707;48738;5228;46;86
Reutte;708;32838;1958;6;47
Schwaz;709;84329;8988;131;45
Bludenz;801;64107;4051;46;62
Bregenz;802;134987;9313;103;271
Dornbirn;803;89912;7364;72;192
Feldkirch;804;108133;7977;76;216
Wien;900;1911191;134017;2247;1954
