Altersgruppe;Anzahl;Timestamp
<5;0;2020-11-16T13:02:00
5-14;0;2020-11-16T13:02:00
15-24;0;2020-11-16T13:02:00
25-34;2;2020-11-16T13:02:00
35-44;6;2020-11-16T13:02:00
45-54;27;2020-11-16T13:02:00
55-64;64;2020-11-16T13:02:00
65-74;249;2020-11-16T13:02:00
75-84;599;2020-11-16T13:02:00
>84;725;2020-11-16T13:02:00
