Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;273;0;72
Rust(Stadt);102;1980;29;0;10
Eisenstadt-Umgebung;103;43236;688;4;182
Güssing;104;25699;493;1;187
Jennersdorf;105;17097;343;2;155
Mattersburg;106;40042;599;4;148
Neusiedl am See;107;59990;838;10;156
Oberpullendorf;108;37384;741;4;233
Oberwart;109;54192;1160;18;275
Klagenfurt Stadt;201;101300;1593;29;556
Villach Stadt;202;62882;804;1;318
Hermagor;203;18054;312;1;95
Klagenfurt Land;204;60014;787;2;318
Sankt Veit an der Glan;205;54186;834;3;317
Spittal an der Drau;206;75868;543;3;251
Villach Land;207;64618;728;4;278
Völkermarkt;208;41862;845;5;410
Wolfsberg;209;52607;758;4;328
Feldkirchen;210;29902;417;2;170
Krems an der Donau(Stadt);301;25036;493;6;137
Sankt Pölten(Stadt);302;55514;1047;8;238
Waidhofen an der Ybbs(Stadt);303;11222;199;3;84
Wiener Neustadt(Stadt);304;45823;932;0;164
Amstetten;305;116520;2402;27;798
Baden;306;146751;2327;12;503
Bruck an der Leitha;307;103735;1498;5;272
Gänserndorf;308;104782;1268;7;223
Gmünd;309;36553;751;7;190
Hollabrunn;310;51033;680;3;221
Horn;311;30936;335;5;79
Korneuburg;312;91254;1489;7;295
Krems(Land);313;56487;1148;9;280
Lilienfeld;314;25655;524;7;141
Melk;315;78191;1239;8;360
Mistelbach;316;75625;861;12;189
Mödling;317;119115;2012;14;380
Neunkirchen;318;86343;1333;15;264
Sankt Pölten(Land);319;131729;2163;19;564
Scheibbs;320;41414;845;3;349
Tulln;321;104593;1745;7;377
Waidhofen an der Thaya;322;25682;511;3;99
Wiener Neustadt(Land);323;78307;1109;13;283
Zwettl;325;41987;723;3;185
Linz(Stadt);401;206595;4771;49;1279
Steyr(Stadt);402;38056;861;2;234
Wels(Stadt);403;62470;1694;8;392
Braunau am Inn;404;105553;1852;13;642
Eferding;405;33178;1100;8;358
Freistadt;406;66861;1945;21;707
Gmunden;407;101859;2298;15;609
Grieskirchen;408;64875;1929;4;571
Kirchdorf an der Krems;409;57071;995;7;407
Linz-Land;410;151371;3406;15;949
Perg;411;68968;1846;9;585
Ried im Innkreis;412;61690;2077;14;626
Rohrbach;413;56545;2215;17;912
Schärding;414;57391;1739;5;526
Steyr-Land;415;60717;1619;20;594
Urfahr-Umgebung;416;86005;2664;14;1009
Vöcklabruck;417;137297;3347;11;1167
Wels-Land;418;73777;1542;7;515
Salzburg(Stadt);501;155021;2803;6;780
Hallein;502;60824;1848;9;410
Salzburg-Umgebung;503;153492;3502;17;988
Sankt Johann im Pongau;504;81194;2873;20;777
Tamsweg;505;20251;506;3;187
Zell am See;506;87628;1710;10;522
Graz(Stadt);601;291072;4902;56;1330
Deutschlandsberg;603;60867;738;4;212
Graz-Umgebung;606;156070;2173;55;603
Leibnitz;610;84756;1558;18;465
Leoben;611;59700;966;16;309
Liezen;612;79652;1418;10;404
Murau;614;27543;275;1;115
Voitsberg;616;51044;877;19;275
Weiz;617;90654;1334;21;384
Murtal;620;71698;949;6;332
Bruck-Mürzzuschlag;621;98697;1555;33;588
Hartberg-Fürstenfeld;622;90606;1749;54;565
Südoststeiermark;623;84036;1469;11;526
Innsbruck-Stadt;701;131961;4356;35;775
Imst;702;60474;1575;6;378
Innsbruck-Land;703;180453;4921;19;1221
Kitzbühel;704;64168;1432;14;387
Kufstein;705;110287;3370;43;879
Landeck;706;44386;1754;20;167
Lienz;707;48738;894;6;332
Reutte;708;32838;466;2;108
Schwaz;709;84329;3981;25;1111
Bludenz;801;64107;1612;10;424
Bregenz;802;134987;3657;20;1178
Dornbirn;803;89912;3107;20;933
Feldkirch;804;108133;2865;12;842
Wien;900;1911191;45924;443;7607
