Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;614;9;18
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1611;22;81
Güssing;104;25699;1359;42;53
Jennersdorf;105;17097;964;20;51
Mattersburg;106;40042;1582;24;82
Neusiedl am See;107;59990;2316;30;109
Oberpullendorf;108;37384;1639;24;35
Oberwart;109;54192;2342;57;116
Klagenfurt Stadt;201;101300;4779;146;151
Villach Stadt;202;62882;2618;59;80
Hermagor;203;18054;1578;20;120
Klagenfurt Land;204;60014;3097;59;93
Sankt Veit an der Glan;205;54186;3021;93;84
Spittal an der Drau;206;75868;3732;94;152
Villach Land;207;64618;3145;67;117
Völkermarkt;208;41862;2831;54;63
Wolfsberg;209;52607;2724;65;46
Feldkirchen;210;29902;1717;42;64
Krems an der Donau(Stadt);301;25036;1000;25;19
Sankt Pölten(Stadt);302;55514;2608;45;91
Waidhofen an der Ybbs(Stadt);303;11222;657;10;16
Wiener Neustadt(Stadt);304;45823;2541;61;182
Amstetten;305;116520;7499;122;91
Baden;306;146751;6476;94;408
Bruck an der Leitha;307;103735;3865;68;209
Gänserndorf;308;104782;3769;51;251
Gmünd;309;36553;1898;35;74
Hollabrunn;310;51033;1764;41;130
Horn;311;30936;894;12;34
Korneuburg;312;91254;2961;41;98
Krems(Land);313;56487;2463;30;48
Lilienfeld;314;25655;1144;30;42
Melk;315;78191;3929;81;141
Mistelbach;316;75625;2510;31;198
Mödling;317;119115;4341;96;200
Neunkirchen;318;86343;3890;78;214
Sankt Pölten(Land);319;131729;5272;99;166
Scheibbs;320;41414;2620;32;66
Tulln;321;104593;3951;69;143
Waidhofen an der Thaya;322;25682;1171;14;76
Wiener Neustadt(Land);323;78307;3250;59;198
Zwettl;325;41987;2462;28;75
Linz(Stadt);401;206595;9995;206;202
Steyr(Stadt);402;38056;1741;18;21
Wels(Stadt);403;62470;3873;60;134
Braunau am Inn;404;105553;5957;69;241
Eferding;405;33178;2256;29;30
Freistadt;406;66861;4190;84;48
Gmunden;407;101859;5908;94;89
Grieskirchen;408;64875;4346;67;61
Kirchdorf an der Krems;409;57071;2943;74;49
Linz-Land;410;151371;7502;79;186
Perg;411;68968;4298;63;76
Ried im Innkreis;412;61690;4356;89;99
Rohrbach;413;56545;4476;93;73
Schärding;414;57391;4277;62;92
Steyr-Land;415;60717;3430;62;66
Urfahr-Umgebung;416;86005;5098;69;71
Vöcklabruck;417;137297;7957;134;147
Wels-Land;418;73777;3823;51;115
Salzburg(Stadt);501;155021;8506;116;185
Hallein;502;60824;5136;55;105
Salzburg-Umgebung;503;153492;9232;98;232
Sankt Johann im Pongau;504;81194;7361;95;324
Tamsweg;505;20251;2039;37;24
Zell am See;506;87628;5546;97;100
Graz(Stadt);601;291072;11431;253;350
Deutschlandsberg;603;60867;2720;89;80
Graz-Umgebung;606;156070;6221;223;212
Leibnitz;610;84756;4005;89;177
Leoben;611;59700;2487;91;59
Liezen;612;79652;4051;96;125
Murau;614;27543;1344;19;33
Voitsberg;616;51044;2287;89;31
Weiz;617;90654;3869;127;175
Murtal;620;71698;3500;146;73
Bruck-Mürzzuschlag;621;98697;4709;219;123
Hartberg-Fürstenfeld;622;90606;5104;160;253
Südoststeiermark;623;84036;4353;152;158
Innsbruck-Stadt;701;131961;7048;88;47
Imst;702;60474;3508;33;96
Innsbruck-Land;703;180453;10158;129;85
Kitzbühel;704;64168;3512;38;53
Kufstein;705;110287;7249;129;77
Landeck;706;44386;2979;42;44
Lienz;707;48738;3573;41;125
Reutte;708;32838;1394;4;36
Schwaz;709;84329;7944;123;144
Bludenz;801;64107;3439;45;48
Bregenz;802;134987;7247;93;74
Dornbirn;803;89912;6078;65;74
Feldkirch;804;108133;6415;71;79
Wien;900;1911191;91168;1699;3331
