Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-12-29T13:02:01
5-14;0;2020-12-29T13:02:01
15-24;0;2020-12-29T13:02:01
25-34;0;2020-12-29T13:02:01
35-44;1;2020-12-29T13:02:01
45-54;5;2020-12-29T13:02:01
55-64;20;2020-12-29T13:02:01
65-74;88;2020-12-29T13:02:01
75-84;312;2020-12-29T13:02:01
>84;1133;2020-12-29T13:02:01
