Bundesland;Anzahl;GKZ;Timestamp
Wien;5507;9;2020-10-17T14:02:01
Vorarlberg;623;8;2020-10-17T14:02:01
Tirol;1544;7;2020-10-17T14:02:01
Steiermark;955;6;2020-10-17T14:02:01
Salzburg;900;5;2020-10-17T14:02:01
Oberösterreich;1679;4;2020-10-17T14:02:01
Niederösterreich;1484;3;2020-10-17T14:02:01
Kärnten;345;2;2020-10-17T14:02:01
Burgenland;316;1;2020-10-17T14:02:01
