Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;922;13;1;2020-10-17T14:02:01
Kärnten;1047;13;2;2020-10-17T14:02:01
Niederösterreich;7776;132;3;2020-10-17T14:02:01
Oberösterreich;7452;76;4;2020-10-17T14:02:01
Salzburg;2444;44;5;2020-10-17T14:02:01
Steiermark;3551;171;6;2020-10-17T14:02:01
Tirol;6738;104;7;2020-10-17T14:02:01
Vorarlberg;2047;27;8;2020-10-17T14:02:01
Wien;16320;285;9;2020-10-17T14:02:01
