Bundesland;Anzahl;GKZ;Timestamp
Wien;8525;9;2020-10-30T14:02:01
Vorarlberg;2234;8;2020-10-30T14:02:01
Tirol;3646;7;2020-10-30T14:02:01
Steiermark;3690;6;2020-10-30T14:02:01
Salzburg;2733;5;2020-10-30T14:02:01
Oberösterreich;6254;4;2020-10-30T14:02:01
Niederösterreich;4673;3;2020-10-30T14:02:01
Kärnten;951;2;2020-10-30T14:02:01
Burgenland;801;1;2020-10-30T14:02:01
