Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;343;295,399348915721;305;2020-08-31T15:00:00
Baden;315;215,453855256048;306;2020-08-31T15:00:00
Bludenz;316;495,966349624886;801;2020-08-31T15:00:00
Braunau am Inn;228;218,374070952417;404;2020-08-31T15:00:00
Bregenz;330;245,566775559409;802;2020-08-31T15:00:00
Bruck an der Leitha;211;206,84246642486;307;2020-08-31T15:00:00
Bruck-Mürzzuschlag;99;100,016164228562;621;2020-08-31T15:00:00
Deutschlandsberg;61;100,29430624291;603;2020-08-31T15:00:00
Dornbirn;197;221,246392111499;803;2020-08-31T15:00:00
Eferding;104;313,668717577512;405;2020-08-31T15:00:00
Eisenstadt(Stadt);27;184,464029514245;101;2020-08-31T15:00:00
Eisenstadt-Umgebung;52;121,135881845924;103;2020-08-31T15:00:00
Feldkirch;257;239,830532199815;804;2020-08-31T15:00:00
Feldkirchen;27;90,189397735244;210;2020-08-31T15:00:00
Freistadt;159;238,663484486874;406;2020-08-31T15:00:00
Gänserndorf;203;195,783423027217;308;2020-08-31T15:00:00
Gmünd;17;46,2295706088706;309;2020-08-31T15:00:00
Gmunden;188;184,982928437189;407;2020-08-31T15:00:00
Graz(Stadt);796;275,61754257183;601;2020-08-31T15:00:00
Graz-Umgebung;314;203,552443925839;606;2020-08-31T15:00:00
Grieskirchen;113;174,59557176187;408;2020-08-31T15:00:00
Güssing;36;139,551110594255;104;2020-08-31T15:00:00
Hallein;105;173,915924073277;502;2020-08-31T15:00:00
Hartberg-Fürstenfeld;335;369,667409679769;622;2020-08-31T15:00:00
Hermagor;5;27,4363476733977;203;2020-08-31T15:00:00
Hollabrunn;54;106,177985764285;310;2020-08-31T15:00:00
Horn;99;318,43036346092;311;2020-08-31T15:00:00
Imst;310;516,184894098841;702;2020-08-31T15:00:00
Innsbruck-Land;490;273,257564773196;703;2020-08-31T15:00:00
Innsbruck-Stadt;661;500,340625236545;701;2020-08-31T15:00:00
Jennersdorf;13;76,1748505801008;105;2020-08-31T15:00:00
Kirchdorf an der Krems;95;167,059402806598;409;2020-08-31T15:00:00
Kitzbühel;396;619,902631455362;704;2020-08-31T15:00:00
Klagenfurt Land;70;117,056856187291;204;2020-08-31T15:00:00
Klagenfurt Stadt;169;167,630459148755;201;2020-08-31T15:00:00
Korneuburg;249;273,960545280507;312;2020-08-31T15:00:00
Krems an der Donau(Stadt);47;188,937128155652;301;2020-08-31T15:00:00
Krems(Land);191;337,479680542795;313;2020-08-31T15:00:00
Kufstein;657;599,004394522346;705;2020-08-31T15:00:00
Landeck;1024;2308,2818628556;706;2020-08-31T15:00:00
Leibnitz;201;243,683623490616;610;2020-08-31T15:00:00
