Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;460;11;1;2020-09-08T15:00:00
Kärnten;630;13;2;2020-09-08T15:00:00
Niederösterreich;3864;115;3;2020-09-08T15:00:00
Oberösterreich;4569;64;4;2020-09-08T15:00:00
Salzburg;1586;39;5;2020-09-08T15:00:00
Steiermark;2257;144;6;2020-09-08T15:00:00
Tirol;4188;101;7;2020-09-08T15:00:00
Vorarlberg;1068;20;8;2020-09-08T15:00:00
Wien;7007;222;9;2020-09-08T15:00:00
