Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;2358;38;1;2020-11-12T06:02:00
Kärnten;3158;51;2;2020-11-12T06:02:00
Niederösterreich;15875;180;3;2020-11-12T06:02:00
Oberösterreich;19830;204;4;2020-11-12T06:02:00
Salzburg;6255;63;5;2020-11-12T06:02:00
Steiermark;7397;279;6;2020-11-12T06:02:00
Tirol;14362;140;7;2020-11-12T06:02:00
Vorarlberg;5918;54;8;2020-11-12T06:02:00
Wien;28606;426;9;2020-11-12T06:02:00
