time;Kapazität Normalbetten in %;Timestamp
01.04.2020;95;2020-05-03T09:25:52
02.04.2020;95;2020-05-03T09:25:52
03.04.2020;95;2020-05-03T09:25:52
04.04.2020;95;2020-05-03T09:25:52
05.04.2020;96;2020-05-03T09:25:52
06.04.2020;95;2020-05-03T09:25:52
07.04.2020;96;2020-05-03T09:25:52
08.04.2020;96;2020-05-03T09:25:52
09.04.2020;96;2020-05-03T09:25:52
10.04.2020;96;2020-05-03T09:25:52
11.04.2020;96;2020-05-03T09:25:52
12.04.2020;96;2020-05-03T09:25:52
13.04.2020;96;2020-05-03T09:25:52
14.04.2020;96;2020-05-03T09:25:52
15.04.2020;96;2020-05-03T09:25:52
16.04.2020;96;2020-05-03T09:25:52
17.04.2020;96;2020-05-03T09:25:52
18.04.2020;97;2020-05-03T09:25:52
19.04.2020;97;2020-05-03T09:25:52
20.04.2020;97;2020-05-03T09:25:52
21.04.2020;97;2020-05-03T09:25:52
22.04.2020;97;2020-05-03T09:25:52
23.04.2020;97;2020-05-03T09:25:52
24.04.2020;97;2020-05-03T09:25:52
25.04.2020;97;2020-05-03T09:25:52
26.04.2020;97;2020-05-03T09:25:52
27.04.2020;97;2020-05-03T09:25:52
28.04.2020;97;2020-05-03T09:25:52
29.04.2020;98;2020-05-03T09:25:52
30.04.2020;98;2020-05-03T09:25:52
01.05.2020;98;2020-05-03T09:25:52
02.05.2020;98;2020-05-03T09:25:52
03.05.2020;98;2020-05-03T09:25:52
