Bundesland;Anzahl;GKZ;Timestamp
Wien;454;9;2020-07-18T00:00:00
Vorarlberg;6;8;2020-07-18T00:00:00
Tirol;46;7;2020-07-18T00:00:00
Steiermark;96;6;2020-07-18T00:00:00
Salzburg;48;5;2020-07-18T00:00:00
Oberösterreich;546;4;2020-07-18T00:00:00
Niederösterreich;164;3;2020-07-18T00:00:00
Kärnten;18;2;2020-07-18T00:00:00
Burgenland;15;1;2020-07-18T00:00:00
