Altersgruppe;Anzahl;Timestamp
<5;1;2020-12-05T16:02:00
5-14;0;2020-12-05T16:02:00
15-24;1;2020-12-05T16:02:00
25-34;4;2020-12-05T16:02:00
35-44;8;2020-12-05T16:02:00
45-54;50;2020-12-05T16:02:00
55-64;142;2020-12-05T16:02:00
65-74;477;2020-12-05T16:02:00
75-84;1224;2020-12-05T16:02:00
>84;1577;2020-12-05T16:02:00
