Bundesland;Anzahl;GKZ;Timestamp
Wien;1886;9;2020-09-05T16:00:00
Vorarlberg;66;8;2020-09-05T16:00:00
Tirol;424;7;2020-09-05T16:00:00
Steiermark;269;6;2020-09-05T16:00:00
Salzburg;135;5;2020-09-05T16:00:00
Oberösterreich;336;4;2020-09-05T16:00:00
Niederösterreich;322;3;2020-09-05T16:00:00
Kärnten;30;2;2020-09-05T16:00:00
Burgenland;56;1;2020-09-05T16:00:00
