Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;618;9;18
Rust(Stadt);102;1980;69;0;1
Eisenstadt-Umgebung;103;43236;1628;22;66
Güssing;104;25699;1365;42;51
Jennersdorf;105;17097;972;20;54
Mattersburg;106;40042;1605;24;86
Neusiedl am See;107;59990;2350;30;113
Oberpullendorf;108;37384;1652;24;43
Oberwart;109;54192;2368;57;105
Klagenfurt Stadt;201;101300;4806;146;154
Villach Stadt;202;62882;2644;59;86
Hermagor;203;18054;1603;20;125
Klagenfurt Land;204;60014;3122;59;106
Sankt Veit an der Glan;205;54186;3043;93;96
Spittal an der Drau;206;75868;3778;96;149
Villach Land;207;64618;3191;67;134
Völkermarkt;208;41862;2837;54;62
Wolfsberg;209;52607;2737;65;61
Feldkirchen;210;29902;1723;42;60
Krems an der Donau(Stadt);301;25036;1003;25;14
Sankt Pölten(Stadt);302;55514;2630;45;101
Waidhofen an der Ybbs(Stadt);303;11222;658;10;16
Wiener Neustadt(Stadt);304;45823;2576;62;197
Amstetten;305;116520;7509;122;93
Baden;306;146751;6539;94;413
Bruck an der Leitha;307;103735;3901;69;228
Gänserndorf;308;104782;3811;51;249
Gmünd;309;36553;1918;35;79
Hollabrunn;310;51033;1779;41;119
Horn;311;30936;906;12;42
Korneuburg;312;91254;2990;41;113
Krems(Land);313;56487;2474;32;54
Lilienfeld;314;25655;1149;30;43
Melk;315;78191;3947;81;141
Mistelbach;316;75625;2555;32;203
Mödling;317;119115;4386;98;220
Neunkirchen;318;86343;3918;79;211
Sankt Pölten(Land);319;131729;5317;99;191
Scheibbs;320;41414;2632;32;68
Tulln;321;104593;3973;69;146
Waidhofen an der Thaya;322;25682;1194;14;93
Wiener Neustadt(Land);323;78307;3289;59;198
Zwettl;325;41987;2479;28;76
Linz(Stadt);401;206595;10027;206;226
Steyr(Stadt);402;38056;1749;18;25
Wels(Stadt);403;62470;3907;60;152
Braunau am Inn;404;105553;6012;69;257
Eferding;405;33178;2261;29;28
Freistadt;406;66861;4200;84;54
Gmunden;407;101859;5934;93;112
Grieskirchen;408;64875;4354;67;65
Kirchdorf an der Krems;409;57071;2955;74;56
Linz-Land;410;151371;7506;81;190
Perg;411;68968;4317;63;85
Ried im Innkreis;412;61690;4384;89;108
Rohrbach;413;56545;4483;93;73
Schärding;414;57391;4314;62;111
Steyr-Land;415;60717;3438;62;64
Urfahr-Umgebung;416;86005;5108;69;77
Vöcklabruck;417;137297;8006;134;176
Wels-Land;418;73777;3848;51;122
Salzburg(Stadt);501;155021;8546;116;203
Hallein;502;60824;5140;56;108
Salzburg-Umgebung;503;153492;9285;98;266
Sankt Johann im Pongau;504;81194;7453;95;395
Tamsweg;505;20251;2047;37;27
Zell am See;506;87628;5596;97;132
Graz(Stadt);601;291072;11472;258;342
Deutschlandsberg;603;60867;2744;89;89
Graz-Umgebung;606;156070;6256;223;206
Leibnitz;610;84756;4039;89;164
Leoben;611;59700;2511;91;73
Liezen;612;79652;4070;97;108
Murau;614;27543;1350;19;32
Voitsberg;616;51044;2294;89;33
Weiz;617;90654;3920;127;185
Murtal;620;71698;3509;146;70
Bruck-Mürzzuschlag;621;98697;4741;220;142
Hartberg-Fürstenfeld;622;90606;5154;160;271
Südoststeiermark;623;84036;4383;152;165
Innsbruck-Stadt;701;131961;7063;88;53
Imst;702;60474;3527;33;93
Innsbruck-Land;703;180453;10177;129;85
Kitzbühel;704;64168;3538;38;67
Kufstein;705;110287;7291;129;102
Landeck;706;44386;2992;42;52
Lienz;707;48738;3600;41;125
Reutte;708;32838;1395;4;31
Schwaz;709;84329;7987;123;142
Bludenz;801;64107;3452;45;54
Bregenz;802;134987;7260;94;76
Dornbirn;803;89912;6089;65;77
Feldkirch;804;108133;6444;71;87
Wien;900;1911191;91651;1702;3384
