Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;479;8;38
Rust(Stadt);102;1980;50;0;0
Eisenstadt-Umgebung;103;43236;1199;16;37
Güssing;104;25699;908;14;31
Jennersdorf;105;17097;617;15;23
Mattersburg;106;40042;1148;19;33
Neusiedl am See;107;59990;1534;26;66
Oberpullendorf;108;37384;1315;16;19
Oberwart;109;54192;1851;50;56
Klagenfurt Stadt;201;101300;3728;109;212
Villach Stadt;202;62882;1982;36;137
Hermagor;203;18054;866;11;120
Klagenfurt Land;204;60014;2204;15;176
Sankt Veit an der Glan;205;54186;2265;70;87
Spittal an der Drau;206;75868;1889;28;142
Villach Land;207;64618;2205;52;134
Völkermarkt;208;41862;2212;40;94
Wolfsberg;209;52607;2224;51;78
Feldkirchen;210;29902;1204;27;86
Krems an der Donau(Stadt);301;25036;844;29;15
Sankt Pölten(Stadt);302;55514;2163;25;65
Waidhofen an der Ybbs(Stadt);303;11222;462;7;42
Wiener Neustadt(Stadt);304;45823;1548;30;43
Amstetten;305;116520;5938;90;355
Baden;306;146751;4205;52;232
Bruck an der Leitha;307;103735;2741;49;103
Gänserndorf;308;104782;2176;26;141
Gmünd;309;36553;1462;30;71
Hollabrunn;310;51033;1147;24;36
Horn;311;30936;602;10;17
Korneuburg;312;91254;2240;24;70
Krems(Land);313;56487;1873;24;37
Lilienfeld;314;25655;939;23;36
Melk;315;78191;3050;60;159
Mistelbach;316;75625;1474;27;38
Mödling;317;119115;3257;55;151
Neunkirchen;318;86343;2662;52;125
Sankt Pölten(Land);319;131729;4124;73;117
Scheibbs;320;41414;1999;22;85
Tulln;321;104593;2841;36;136
Waidhofen an der Thaya;322;25682;820;13;15
Wiener Neustadt(Land);323;78307;2076;29;114
Zwettl;325;41987;1658;14;98
Linz(Stadt);401;206595;8452;149;248
Steyr(Stadt);402;38056;1545;17;67
Wels(Stadt);403;62470;3046;47;96
Braunau am Inn;404;105553;4270;43;177
Eferding;405;33178;2004;24;40
Freistadt;406;66861;3514;65;141
Gmunden;407;101859;4407;57;296
Grieskirchen;408;64875;3657;50;109
Kirchdorf an der Krems;409;57071;2285;45;123
Linz-Land;410;151371;6243;70;147
Perg;411;68968;3461;38;105
Ried im Innkreis;412;61690;3548;69;102
Rohrbach;413;56545;3791;84;96
Schärding;414;57391;3506;53;139
Steyr-Land;415;60717;2961;53;101
Urfahr-Umgebung;416;86005;4579;61;93
Vöcklabruck;417;137297;6377;95;293
Wels-Land;418;73777;2973;38;114
Salzburg(Stadt);501;155021;6034;61;264
Hallein;502;60824;3579;27;221
Salzburg-Umgebung;503;153492;6830;65;304
Sankt Johann im Pongau;504;81194;5136;76;224
Tamsweg;505;20251;1367;28;42
Zell am See;506;87628;4231;62;274
Graz(Stadt);601;291072;8806;188;367
Deutschlandsberg;603;60867;1740;43;135
Graz-Umgebung;606;156070;4600;172;191
Leibnitz;610;84756;2946;65;137
Leoben;611;59700;2002;74;70
Liezen;612;79652;2813;66;200
Murau;614;27543;973;13;50
Voitsberg;616;51044;1878;67;49
Weiz;617;90654;2698;91;91
Murtal;620;71698;2619;102;133
Bruck-Mürzzuschlag;621;98697;3566;139;147
Hartberg-Fürstenfeld;622;90606;3581;119;169
Südoststeiermark;623;84036;2925;106;139
Innsbruck-Stadt;701;131961;6264;78;93
Imst;702;60474;2899;29;97
Innsbruck-Land;703;180453;8785;103;217
Kitzbühel;704;64168;2599;25;100
Kufstein;705;110287;6134;104;138
Landeck;706;44386;2471;30;107
Lienz;707;48738;2511;30;84
Reutte;708;32838;913;3;37
Schwaz;709;84329;6638;95;131
Bludenz;801;64107;2765;37;73
Bregenz;802;134987;5985;76;181
Dornbirn;803;89912;4871;39;157
Feldkirch;804;108133;5124;59;202
Wien;900;1911191;70847;1040;2158
