Bundesland;Anzahl;GKZ;Timestamp
Wien;8874;9;2020-10-31T14:02:01
Vorarlberg;2541;8;2020-10-31T14:02:01
Tirol;4123;7;2020-10-31T14:02:01
Steiermark;4209;6;2020-10-31T14:02:01
Salzburg;2886;5;2020-10-31T14:02:01
Oberösterreich;6748;4;2020-10-31T14:02:01
Niederösterreich;5206;3;2020-10-31T14:02:01
Kärnten;1087;2;2020-10-31T14:02:01
Burgenland;916;1;2020-10-31T14:02:01
