Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;910;11;26
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2213;23;55
Güssing;104;25699;1745;50;43
Jennersdorf;105;17097;1231;23;30
Mattersburg;106;40042;2133;31;35
Neusiedl am See;107;59990;3072;37;62
Oberpullendorf;108;37384;2159;40;42
Oberwart;109;54192;3461;82;104
Klagenfurt Stadt;201;101300;5807;153;177
Villach Stadt;202;62882;3422;64;136
Hermagor;203;18054;1847;28;21
Klagenfurt Land;204;60014;3800;64;109
Sankt Veit an der Glan;205;54186;3649;97;127
Spittal an der Drau;206;75868;5122;114;227
Villach Land;207;64618;4098;75;129
Völkermarkt;208;41862;3383;59;92
Wolfsberg;209;52607;3316;71;124
Feldkirchen;210;29902;2169;49;76
Krems an der Donau(Stadt);301;25036;1262;28;31
Sankt Pölten(Stadt);302;55514;3426;53;102
Waidhofen an der Ybbs(Stadt);303;11222;828;14;24
Wiener Neustadt(Stadt);304;45823;3693;77;93
Amstetten;305;116520;9230;125;287
Baden;306;146751;9272;115;268
Bruck an der Leitha;307;103735;5568;78;229
Gänserndorf;308;104782;5301;61;162
Gmünd;309;36553;2558;40;93
Hollabrunn;310;51033;2395;50;78
Horn;311;30936;1355;26;57
Korneuburg;312;91254;4059;49;93
Krems(Land);313;56487;3031;38;80
Lilienfeld;314;25655;1477;37;42
Melk;315;78191;5306;94;199
Mistelbach;316;75625;3510;34;104
Mödling;317;119115;6006;108;177
Neunkirchen;318;86343;5647;95;152
Sankt Pölten(Land);319;131729;7118;128;216
Scheibbs;320;41414;3517;35;136
Tulln;321;104593;5051;81;147
Waidhofen an der Thaya;322;25682;1627;14;47
Wiener Neustadt(Land);323;78307;4970;88;172
Zwettl;325;41987;3126;33;143
Linz(Stadt);401;206595;12116;213;411
Steyr(Stadt);402;38056;2178;18;82
Wels(Stadt);403;62470;4934;68;187
Braunau am Inn;404;105553;8196;99;292
Eferding;405;33178;2630;32;60
Freistadt;406;66861;5094;91;140
Gmunden;407;101859;7321;102;200
Grieskirchen;408;64875;4847;68;77
Kirchdorf an der Krems;409;57071;3898;79;60
Linz-Land;410;151371;9138;86;280
Perg;411;68968;5417;68;138
Ried im Innkreis;412;61690;5429;94;200
Rohrbach;413;56545;4939;96;62
Schärding;414;57391;4960;67;168
Steyr-Land;415;60717;3945;67;100
Urfahr-Umgebung;416;86005;5772;71;107
Vöcklabruck;417;137297;10354;149;397
Wels-Land;418;73777;5028;58;143
Salzburg(Stadt);501;155021;10808;131;294
Hallein;502;60824;6027;61;95
Salzburg-Umgebung;503;153492;11612;113;319
Sankt Johann im Pongau;504;81194;9066;111;125
Tamsweg;505;20251;2352;40;35
Zell am See;506;87628;6836;103;201
Graz(Stadt);601;291072;14162;280;472
Deutschlandsberg;603;60867;3483;96;122
Graz-Umgebung;606;156070;7728;236;209
Leibnitz;610;84756;5309;100;165
Leoben;611;59700;3110;107;102
Liezen;612;79652;5041;110;165
Murau;614;27543;1721;25;65
Voitsberg;616;51044;2961;100;123
Weiz;617;90654;5320;139;171
Murtal;620;71698;4324;160;179
Bruck-Mürzzuschlag;621;98697;5643;239;114
Hartberg-Fürstenfeld;622;90606;6608;174;201
Südoststeiermark;623;84036;5450;164;158
Innsbruck-Stadt;701;131961;8587;92;302
Imst;702;60474;4440;36;112
Innsbruck-Land;703;180453;12311;136;352
Kitzbühel;704;64168;4177;41;67
Kufstein;705;110287;8689;133;257
Landeck;706;44386;3403;46;51
Lienz;707;48738;4825;43;221
Reutte;708;32838;1712;5;95
Schwaz;709;84329;8836;130;51
Bludenz;801;64107;3805;45;59
Bregenz;802;134987;8253;98;263
Dornbirn;803;89912;6716;68;140
Feldkirch;804;108133;7267;74;199
Wien;900;1911191;125790;2059;4874
