Bundesland;Anzahl;GKZ;Timestamp
Wien;5088;9;2020-10-09T22:02:00
Vorarlberg;375;8;2020-10-09T22:02:00
Tirol;879;7;2020-10-09T22:02:00
Steiermark;560;6;2020-10-09T22:02:00
Salzburg;385;5;2020-10-09T22:02:00
Oberösterreich;1135;4;2020-10-09T22:02:00
Niederösterreich;1455;3;2020-10-09T22:02:00
Kärnten;186;2;2020-10-09T22:02:00
Burgenland;244;1;2020-10-09T22:02:00
