AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
23888;348800;320753;5347;5843;3747328;350484;5565;637;2024;431;21433;348800;26.12.2020 23:02:00;2020-12-26T23:02:00
