Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;566;10;3
Rust(Stadt);102;1980;68;0;2
Eisenstadt-Umgebung;103;43236;1395;19;26
Güssing;104;25699;1187;36;50
Jennersdorf;105;17097;768;19;41
Mattersburg;106;40042;1396;23;30
Neusiedl am See;107;59990;1972;28;53
Oberpullendorf;108;37384;1516;23;16
Oberwart;109;54192;2072;53;40
Klagenfurt Stadt;201;101300;4314;138;84
Villach Stadt;202;62882;2348;56;76
Hermagor;203;18054;1202;17;45
Klagenfurt Land;204;60014;2796;53;94
Sankt Veit an der Glan;205;54186;2794;91;42
Spittal an der Drau;206;75868;3109;74;191
Villach Land;207;64618;2798;65;71
Völkermarkt;208;41862;2580;51;41
Wolfsberg;209;52607;2570;65;32
Feldkirchen;210;29902;1574;38;42
Krems an der Donau(Stadt);301;25036;947;23;10
Sankt Pölten(Stadt);302;55514;2412;43;37
Waidhofen an der Ybbs(Stadt);303;11222;616;10;8
Wiener Neustadt(Stadt);304;45823;1958;54;74
Amstetten;305;116520;7087;118;119
Baden;306;146751;5375;83;155
Bruck an der Leitha;307;103735;3290;65;77
Gänserndorf;308;104782;3002;39;190
Gmünd;309;36553;1691;34;22
Hollabrunn;310;51033;1329;28;41
Horn;311;30936;739;10;42
Korneuburg;312;91254;2602;38;59
Krems(Land);313;56487;2250;29;73
Lilienfeld;314;25655;1045;30;13
Melk;315;78191;3535;79;58
Mistelbach;316;75625;1864;30;81
Mödling;317;119115;3826;90;88
Neunkirchen;318;86343;3344;73;66
Sankt Pölten(Land);319;131729;4759;89;101
Scheibbs;320;41414;2419;31;57
Tulln;321;104593;3549;53;89
Waidhofen an der Thaya;322;25682;960;13;14
Wiener Neustadt(Land);323;78307;2656;51;74
Zwettl;325;41987;2182;24;72
Linz(Stadt);401;206595;9396;200;109
Steyr(Stadt);402;38056;1678;19;13
Wels(Stadt);403;62470;3448;57;57
Braunau am Inn;404;105553;5160;62;146
Eferding;405;33178;2177;28;40
Freistadt;406;66861;3996;81;53
Gmunden;407;101859;5472;89;148
Grieskirchen;408;64875;4147;67;68
Kirchdorf an der Krems;409;57071;2779;71;30
Linz-Land;410;151371;6988;78;106
Perg;411;68968;3972;55;64
Ried im Innkreis;412;61690;4099;86;69
Rohrbach;413;56545;4205;90;32
Schärding;414;57391;3991;60;55
Steyr-Land;415;60717;3267;62;27
Urfahr-Umgebung;416;86005;4876;69;60
Vöcklabruck;417;137297;7470;132;158
Wels-Land;418;73777;3444;47;71
Salzburg(Stadt);501;155021;7826;99;237
Hallein;502;60824;4732;44;144
Salzburg-Umgebung;503;153492;8493;91;224
Sankt Johann im Pongau;504;81194;6484;86;193
Tamsweg;505;20251;1924;34;73
Zell am See;506;87628;5213;90;61
Graz(Stadt);601;291072;10180;235;243
Deutschlandsberg;603;60867;2362;79;127
Graz-Umgebung;606;156070;5470;211;133
Leibnitz;610;84756;3545;78;87
Leoben;611;59700;2264;87;34
Liezen;612;79652;3757;91;127
Murau;614;27543;1213;18;33
Voitsberg;616;51044;2165;85;40
Weiz;617;90654;3211;114;134
Murtal;620;71698;3249;138;47
Bruck-Mürzzuschlag;621;98697;4145;195;96
Hartberg-Fürstenfeld;622;90606;4216;153;116
Südoststeiermark;623;84036;3730;129;189
Innsbruck-Stadt;701;131961;6806;85;83
Imst;702;60474;3287;32;30
Innsbruck-Land;703;180453;9772;121;120
Kitzbühel;704;64168;3275;37;66
Kufstein;705;110287;6869;123;102
Landeck;706;44386;2850;40;24
Lienz;707;48738;3147;39;137
Reutte;708;32838;1215;4;55
Schwaz;709;84329;7437;110;161
Bludenz;801;64107;3232;40;68
Bregenz;802;134987;6980;92;115
Dornbirn;803;89912;5754;56;135
Feldkirch;804;108133;6044;68;93
Wien;900;1911191;81581;1502;1864
