Bundesland;Anzahl;GKZ;Timestamp
Wien;8525;9;2020-10-31T13:02:00
Vorarlberg;2234;8;2020-10-31T13:02:00
Tirol;3646;7;2020-10-31T13:02:00
Steiermark;3690;6;2020-10-31T13:02:00
Salzburg;2733;5;2020-10-31T13:02:00
Oberösterreich;6254;4;2020-10-31T13:02:00
Niederösterreich;4673;3;2020-10-31T13:02:00
Kärnten;951;2;2020-10-31T13:02:00
Burgenland;801;1;2020-10-31T13:02:00
