Altersgruppe;Anzahl;Timestamp
<5;0;2020-10-17T17:22:41
5-14;0;2020-10-17T17:22:41
15-24;0;2020-10-17T17:22:41
25-34;2;2020-10-17T17:22:41
35-44;3;2020-10-17T17:22:41
45-54;17;2020-10-17T17:22:41
55-64;32;2020-10-17T17:22:41
65-74;149;2020-10-17T17:22:41
75-84;309;2020-10-17T17:22:41
>84;356;2020-10-17T17:22:41
