time;Genesen;Timestamp
26.02.2020;0;2020-10-17T17:22:41
27.02.2020;0;2020-10-17T17:22:41
28.02.2020;0;2020-10-17T17:22:41
29.02.2020;0;2020-10-17T17:22:41
01.03.2020;0;2020-10-17T17:22:41
02.03.2020;0;2020-10-17T17:22:41
03.03.2020;0;2020-10-17T17:22:41
04.03.2020;0;2020-10-17T17:22:41
05.03.2020;2;2020-10-17T17:22:41
06.03.2020;2;2020-10-17T17:22:41
07.03.2020;2;2020-10-17T17:22:41
08.03.2020;3;2020-10-17T17:22:41
09.03.2020;3;2020-10-17T17:22:41
10.03.2020;5;2020-10-17T17:22:41
11.03.2020;6;2020-10-17T17:22:41
12.03.2020;6;2020-10-17T17:22:41
13.03.2020;6;2020-10-17T17:22:41
14.03.2020;7;2020-10-17T17:22:41
15.03.2020;10;2020-10-17T17:22:41
16.03.2020;22;2020-10-17T17:22:41
17.03.2020;23;2020-10-17T17:22:41
18.03.2020;27;2020-10-17T17:22:41
19.03.2020;31;2020-10-17T17:22:41
20.03.2020;43;2020-10-17T17:22:41
21.03.2020;52;2020-10-17T17:22:41
22.03.2020;59;2020-10-17T17:22:41
23.03.2020;96;2020-10-17T17:22:41
24.03.2020;156;2020-10-17T17:22:41
25.03.2020;226;2020-10-17T17:22:41
26.03.2020;329;2020-10-17T17:22:41
27.03.2020;481;2020-10-17T17:22:41
28.03.2020;612;2020-10-17T17:22:41
29.03.2020;783;2020-10-17T17:22:41
30.03.2020;1005;2020-10-17T17:22:41
31.03.2020;1238;2020-10-17T17:22:41
01.04.2020;1453;2020-10-17T17:22:41
02.04.2020;1749;2020-10-17T17:22:41
03.04.2020;2022;2020-10-17T17:22:41
04.04.2020;2507;2020-10-17T17:22:41
05.04.2020;2998;2020-10-17T17:22:41
06.04.2020;3463;2020-10-17T17:22:41
07.04.2020;4046;2020-10-17T17:22:41
08.04.2020;4512;2020-10-17T17:22:41
09.04.2020;5240;2020-10-17T17:22:41
10.04.2020;6064;2020-10-17T17:22:41
11.04.2020;6604;2020-10-17T17:22:41
12.04.2020;6984;2020-10-17T17:22:41
13.04.2020;7343;2020-10-17T17:22:41
14.04.2020;7633;2020-10-17T17:22:41
15.04.2020;8098;2020-10-17T17:22:41
16.04.2020;8986;2020-10-17T17:22:41
17.04.2020;9704;2020-10-17T17:22:41
18.04.2020;10214;2020-10-17T17:22:41
19.04.2020;10501;2020-10-17T17:22:41
20.04.2020;10631;2020-10-17T17:22:41
21.04.2020;10971;2020-10-17T17:22:41
22.04.2020;11328;2020-10-17T17:22:41
23.04.2020;11694;2020-10-17T17:22:41
24.04.2020;11872;2020-10-17T17:22:41
25.04.2020;12103;2020-10-17T17:22:41
26.04.2020;12282;2020-10-17T17:22:41
27.04.2020;12362;2020-10-17T17:22:41
28.04.2020;12580;2020-10-17T17:22:41
29.04.2020;12779;2020-10-17T17:22:41
30.04.2020;12907;2020-10-17T17:22:41
01.05.2020;13092;2020-10-17T17:22:41
02.05.2020;13180;2020-10-17T17:22:41
03.05.2020;13238;2020-10-17T17:22:41
04.05.2020;13316;2020-10-17T17:22:41
05.05.2020;13462;2020-10-17T17:22:41
06.05.2020;13639;2020-10-17T17:22:41
07.05.2020;13698;2020-10-17T17:22:41
08.05.2020;13836;2020-10-17T17:22:41
09.05.2020;13928;2020-10-17T17:22:41
10.05.2020;13991;2020-10-17T17:22:41
11.05.2020;14061;2020-10-17T17:22:41
12.05.2020;14148;2020-10-17T17:22:41
13.05.2020;14304;2020-10-17T17:22:41
14.05.2020;14405;2020-10-17T17:22:41
15.05.2020;14471;2020-10-17T17:22:41
16.05.2020;14524;2020-10-17T17:22:41
17.05.2020;14563;2020-10-17T17:22:41
18.05.2020;14614;2020-10-17T17:22:41
19.05.2020;14678;2020-10-17T17:22:41
20.05.2020;14882;2020-10-17T17:22:41
21.05.2020;14951;2020-10-17T17:22:41
22.05.2020;15005;2020-10-17T17:22:41
23.05.2020;15037;2020-10-17T17:22:41
24.05.2020;15063;2020-10-17T17:22:41
25.05.2020;15138;2020-10-17T17:22:41
26.05.2020;15182;2020-10-17T17:22:41
27.05.2020;15228;2020-10-17T17:22:41
28.05.2020;15286;2020-10-17T17:22:41
29.05.2020;15347;2020-10-17T17:22:41
30.05.2020;15520;2020-10-17T17:22:41
31.05.2020;15593;2020-10-17T17:22:41
01.06.2020;15596;2020-10-17T17:22:41
02.06.2020;15629;2020-10-17T17:22:41
03.06.2020;15672;2020-10-17T17:22:41
04.06.2020;15717;2020-10-17T17:22:41
05.06.2020;15742;2020-10-17T17:22:41
06.06.2020;15789;2020-10-17T17:22:41
07.06.2020;15793;2020-10-17T17:22:41
08.06.2020;15839;2020-10-17T17:22:41
09.06.2020;15875;2020-10-17T17:22:41
10.06.2020;15910;2020-10-17T17:22:41
11.06.2020;15949;2020-10-17T17:22:41
12.06.2020;15985;2020-10-17T17:22:41
13.06.2020;16012;2020-10-17T17:22:41
14.06.2020;16059;2020-10-17T17:22:41
15.06.2020;16066;2020-10-17T17:22:41
16.06.2020;16089;2020-10-17T17:22:41
17.06.2020;16099;2020-10-17T17:22:41
18.06.2020;16101;2020-10-17T17:22:41
19.06.2020;16141;2020-10-17T17:22:41
20.06.2020;16175;2020-10-17T17:22:41
21.06.2020;16197;2020-10-17T17:22:41
22.06.2020;16241;2020-10-17T17:22:41
23.06.2020;16261;2020-10-17T17:22:41
