Bundesland;Anzahl;GKZ;Timestamp
Wien;5507;9;2020-10-17T17:22:41
Vorarlberg;623;8;2020-10-17T17:22:41
Tirol;1544;7;2020-10-17T17:22:41
Steiermark;955;6;2020-10-17T17:22:41
Salzburg;900;5;2020-10-17T17:22:41
Oberösterreich;1679;4;2020-10-17T17:22:41
Niederösterreich;1484;3;2020-10-17T17:22:41
Kärnten;345;2;2020-10-17T17:22:41
Burgenland;316;1;2020-10-17T17:22:41
