Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-10-17T17:22:41
5-14;0;2020-10-17T17:22:41
15-24;0;2020-10-17T17:22:41
25-34;0;2020-10-17T17:22:41
35-44;0;2020-10-17T17:22:41
45-54;1;2020-10-17T17:22:41
55-64;2;2020-10-17T17:22:41
65-74;17;2020-10-17T17:22:41
75-84;50;2020-10-17T17:22:41
>84;157;2020-10-17T17:22:41
