Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;687;11;1;2020-10-05T07:00:00
Kärnten;811;13;2;2020-10-05T07:00:00
Niederösterreich;5981;119;3;2020-10-05T07:00:00
Oberösterreich;6073;71;4;2020-10-05T07:00:00
Salzburg;2002;42;5;2020-10-05T07:00:00
Steiermark;3024;155;6;2020-10-05T07:00:00
Tirol;5699;102;7;2020-10-05T07:00:00
Vorarlberg;1575;23;8;2020-10-05T07:00:00
Wien;12777;257;9;2020-10-05T07:00:00
