Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;862;9;46
Rust(Stadt);102;1980;70;0;0
Eisenstadt-Umgebung;103;43236;1999;23;134
Güssing;104;25699;1607;45;69
Jennersdorf;105;17097;1130;22;36
Mattersburg;106;40042;1973;27;167
Neusiedl am See;107;59990;2765;32;113
Oberpullendorf;108;37384;1968;31;106
Oberwart;109;54192;2936;70;209
Klagenfurt Stadt;201;101300;5299;151;132
Villach Stadt;202;62882;3039;62;137
Hermagor;203;18054;1761;27;21
Klagenfurt Land;204;60014;3509;61;132
Sankt Veit an der Glan;205;54186;3336;95;65
Spittal an der Drau;206;75868;4437;107;235
Villach Land;207;64618;3722;71;148
Völkermarkt;208;41862;3117;56;79
Wolfsberg;209;52607;2957;68;86
Feldkirchen;210;29902;1920;43;78
Krems an der Donau(Stadt);301;25036;1160;26;58
Sankt Pölten(Stadt);302;55514;3050;50;118
Waidhofen an der Ybbs(Stadt);303;11222;730;13;35
Wiener Neustadt(Stadt);304;45823;3342;62;166
Amstetten;305;116520;8158;122;324
Baden;306;146751;8179;100;548
Bruck an der Leitha;307;103735;4869;72;303
Gänserndorf;308;104782;4679;56;289
Gmünd;309;36553;2265;37;113
Hollabrunn;310;51033;2134;49;146
Horn;311;30936;1173;12;76
Korneuburg;312;91254;3638;43;218
Krems(Land);313;56487;2789;35;100
Lilienfeld;314;25655;1316;33;70
Melk;315;78191;4474;86;249
Mistelbach;316;75625;3140;33;177
Mödling;317;119115;5295;103;345
Neunkirchen;318;86343;4990;86;382
Sankt Pölten(Land);319;131729;6305;111;346
Scheibbs;320;41414;3043;32;172
Tulln;321;104593;4520;78;182
Waidhofen an der Thaya;322;25682;1460;14;70
Wiener Neustadt(Land);323;78307;4334;68;270
Zwettl;325;41987;2786;31;116
Linz(Stadt);401;206595;11009;209;290
Steyr(Stadt);402;38056;1938;18;82
Wels(Stadt);403;62470;4438;64;182
Braunau am Inn;404;105553;7111;76;342
Eferding;405;33178;2471;30;69
Freistadt;406;66861;4679;89;176
Gmunden;407;101859;6584;96;210
Grieskirchen;408;64875;4609;68;88
Kirchdorf an der Krems;409;57071;3562;75;212
Linz-Land;410;151371;8266;82;254
Perg;411;68968;4992;65;166
Ried im Innkreis;412;61690;4914;91;154
Rohrbach;413;56545;4756;93;53
Schärding;414;57391;4577;65;86
Steyr-Land;415;60717;3681;64;95
Urfahr-Umgebung;416;86005;5468;69;92
Vöcklabruck;417;137297;9221;144;467
Wels-Land;418;73777;4533;54;213
Salzburg(Stadt);501;155021;9853;124;421
Hallein;502;60824;5702;59;190
Salzburg-Umgebung;503;153492;10566;108;465
Sankt Johann im Pongau;504;81194;8630;106;274
Tamsweg;505;20251;2243;39;61
Zell am See;506;87628;6238;100;228
Graz(Stadt);601;291072;12917;269;409
Deutschlandsberg;603;60867;3142;91;140
Graz-Umgebung;606;156070;7010;227;259
Leibnitz;610;84756;4820;97;229
Leoben;611;59700;2842;99;105
Liezen;612;79652;4576;101;173
Murau;614;27543;1501;22;63
Voitsberg;616;51044;2632;91;124
Weiz;617;90654;4779;137;223
Murtal;620;71698;3873;152;124
Bruck-Mürzzuschlag;621;98697;5272;230;135
Hartberg-Fürstenfeld;622;90606;5983;170;272
Südoststeiermark;623;84036;4954;161;171
Innsbruck-Stadt;701;131961;7694;90;258
Imst;702;60474;4110;34;185
Innsbruck-Land;703;180453;11102;132;380
Kitzbühel;704;64168;3885;39;110
Kufstein;705;110287;7959;129;279
Landeck;706;44386;3214;44;84
Lienz;707;48738;4199;42;161
Reutte;708;32838;1495;4;65
Schwaz;709;84329;8539;126;202
Bludenz;801;64107;3613;45;46
Bregenz;802;134987;7626;97;171
Dornbirn;803;89912;6275;66;65
Feldkirch;804;108133;6803;72;126
Wien;900;1911191;109856;1861;5934
