Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;878;9;137
Rust(Stadt);102;1980;70;0;0
Eisenstadt-Umgebung;103;43236;1887;23;109
Güssing;104;25699;1551;44;66
Jennersdorf;105;17097;1099;20;36
Mattersburg;106;40042;1840;27;99
Neusiedl am See;107;59990;2679;32;113
Oberpullendorf;108;37384;1879;29;91
Oberwart;109;54192;2742;64;148
Klagenfurt Stadt;201;101300;5236;150;149
Villach Stadt;202;62882;2942;61;116
Hermagor;203;18054;1748;26;27
Klagenfurt Land;204;60014;3399;61;89
Sankt Veit an der Glan;205;54186;3284;94;85
Spittal an der Drau;206;75868;4263;106;221
Villach Land;207;64618;3604;71;167
Völkermarkt;208;41862;3057;56;71
Wolfsberg;209;52607;2876;68;40
Feldkirchen;210;29902;1863;43;69
Krems an der Donau(Stadt);301;25036;1121;25;63
Sankt Pölten(Stadt);302;55514;2957;49;118
Waidhofen an der Ybbs(Stadt);303;11222;699;13;9
Wiener Neustadt(Stadt);304;45823;3209;62;217
Amstetten;305;116520;7901;122;219
Baden;306;146751;7776;100;484
Bruck an der Leitha;307;103735;4654;72;296
Gänserndorf;308;104782;4483;53;256
Gmünd;309;36553;2177;35;90
Hollabrunn;310;51033;2023;47;100
Horn;311;30936;1111;12;82
Korneuburg;312;91254;3459;43;185
Krems(Land);313;56487;2712;34;102
Lilienfeld;314;25655;1258;32;45
Melk;315;78191;4264;86;153
Mistelbach;316;75625;2998;33;151
Mödling;317;119115;5032;102;275
Neunkirchen;318;86343;4705;82;386
Sankt Pölten(Land);319;131729;6028;110;300
Scheibbs;320;41414;2903;32;155
Tulln;321;104593;4373;72;155
Waidhofen an der Thaya;322;25682;1405;14;77
Wiener Neustadt(Land);323;78307;4117;65;322
Zwettl;325;41987;2705;31;99
Linz(Stadt);401;206595;10787;208;355
Steyr(Stadt);402;38056;1867;18;43
Wels(Stadt);403;62470;4268;62;144
Braunau am Inn;404;105553;6820;74;301
Eferding;405;33178;2402;29;58
Freistadt;406;66861;4544;85;199
Gmunden;407;101859;6396;96;174
Grieskirchen;408;64875;4527;68;81
Kirchdorf an der Krems;409;57071;3365;75;161
Linz-Land;410;151371;8046;81;262
Perg;411;68968;4862;64;170
Ried im Innkreis;412;61690;4780;90;170
Rohrbach;413;56545;4711;93;79
Schärding;414;57391;4501;65;62
Steyr-Land;415;60717;3599;63;79
Urfahr-Umgebung;416;86005;5390;69;95
Vöcklabruck;417;137297;8816;140;286
Wels-Land;418;73777;4343;52;196
Salzburg(Stadt);501;155021;9540;124;444
Hallein;502;60824;5566;58;225
Salzburg-Umgebung;503;153492;10194;104;385
Sankt Johann im Pongau;504;81194;8419;103;345
Tamsweg;505;20251;2194;39;62
Zell am See;506;87628;6062;100;227
Graz(Stadt);601;291072;12586;266;426
Deutschlandsberg;603;60867;3031;91;135
Graz-Umgebung;606;156070;6811;226;236
Leibnitz;610;84756;4646;95;211
Leoben;611;59700;2765;94;119
Liezen;612;79652;4437;99;147
Murau;614;27543;1441;21;29
Voitsberg;616;51044;2538;91;128
Weiz;617;90654;4592;133;193
Murtal;620;71698;3777;151;102
Bruck-Mürzzuschlag;621;98697;5168;228;156
Hartberg-Fürstenfeld;622;90606;5744;166;213
Südoststeiermark;623;84036;4824;160;175
Innsbruck-Stadt;701;131961;7487;88;236
Imst;702;60474;3984;33;228
Innsbruck-Land;703;180453;10781;132;339
Kitzbühel;704;64168;3803;38;128
Kufstein;705;110287;7709;129;205
Landeck;706;44386;3146;43;68
Lienz;707;48738;4069;42;169
Reutte;708;32838;1446;4;33
Schwaz;709;84329;8371;125;202
Bludenz;801;64107;3577;45;34
Bregenz;802;134987;7477;97;91
Dornbirn;803;89912;6210;66;36
Feldkirch;804;108133;6694;71;83
Wien;900;1911191;104961;1815;5653
