Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;903;11;24
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2205;23;72
Güssing;104;25699;1732;50;39
Jennersdorf;105;17097;1221;23;25
Mattersburg;106;40042;2125;31;44
Neusiedl am See;107;59990;3056;37;76
Oberpullendorf;108;37384;2152;39;53
Oberwart;109;54192;3439;76;135
Klagenfurt Stadt;201;101300;5753;152;193
Villach Stadt;202;62882;3383;63;118
Hermagor;203;18054;1843;28;23
Klagenfurt Land;204;60014;3756;63;102
Sankt Veit an der Glan;205;54186;3624;97;142
Spittal an der Drau;206;75868;5063;113;263
Villach Land;207;64618;4067;74;134
Völkermarkt;208;41862;3356;59;100
Wolfsberg;209;52607;3277;71;128
Feldkirchen;210;29902;2143;48;67
Krems an der Donau(Stadt);301;25036;1257;28;33
Sankt Pölten(Stadt);302;55514;3393;52;94
Waidhofen an der Ybbs(Stadt);303;11222;823;13;25
Wiener Neustadt(Stadt);304;45823;3659;77;90
Amstetten;305;116520;9146;124;277
Baden;306;146751;9206;115;278
Bruck an der Leitha;307;103735;5513;76;239
Gänserndorf;308;104782;5263;58;172
Gmünd;309;36553;2536;40;91
Hollabrunn;310;51033;2381;50;80
Horn;311;30936;1339;26;59
Korneuburg;312;91254;4054;49;119
Krems(Land);313;56487;3004;38;77
Lilienfeld;314;25655;1474;36;54
Melk;315;78191;5253;94;203
Mistelbach;316;75625;3480;33;91
Mödling;317;119115;5976;107;194
Neunkirchen;318;86343;5549;94;152
Sankt Pölten(Land);319;131729;7068;124;231
Scheibbs;320;41414;3487;35;130
Tulln;321;104593;5032;81;166
Waidhofen an der Thaya;322;25682;1626;14;53
Wiener Neustadt(Land);323;78307;4926;88;158
Zwettl;325;41987;3094;33;129
Linz(Stadt);401;206595;11996;213;435
Steyr(Stadt);402;38056;2161;18;106
Wels(Stadt);403;62470;4874;67;184
Braunau am Inn;404;105553;8113;95;298
Eferding;405;33178;2612;32;58
Freistadt;406;66861;5052;91;117
Gmunden;407;101859;7270;102;230
Grieskirchen;408;64875;4811;68;59
Kirchdorf an der Krems;409;57071;3871;79;80
Linz-Land;410;151371;9071;86;308
Perg;411;68968;5373;68;125
Ried im Innkreis;412;61690;5384;94;219
Rohrbach;413;56545;4909;95;50
Schärding;414;57391;4911;67;161
Steyr-Land;415;60717;3910;67;96
Urfahr-Umgebung;416;86005;5728;71;103
Vöcklabruck;417;137297;10231;149;366
Wels-Land;418;73777;4990;58;146
Salzburg(Stadt);501;155021;10738;128;353
Hallein;502;60824;5997;60;104
Salzburg-Umgebung;503;153492;11547;112;374
Sankt Johann im Pongau;504;81194;9025;110;114
Tamsweg;505;20251;2342;40;39
Zell am See;506;87628;6745;103;158
Graz(Stadt);601;291072;13989;279;367
Deutschlandsberg;603;60867;3440;96;111
Graz-Umgebung;606;156070;7660;236;208
Leibnitz;610;84756;5264;100;156
Leoben;611;59700;3082;106;90
Liezen;612;79652;5003;110;159
Murau;614;27543;1707;25;69
Voitsberg;616;51044;2927;99;118
Weiz;617;90654;5269;139;148
Murtal;620;71698;4284;158;181
Bruck-Mürzzuschlag;621;98697;5614;240;107
Hartberg-Fürstenfeld;622;90606;6549;174;178
Südoststeiermark;623;84036;5409;164;148
Innsbruck-Stadt;701;131961;8497;92;276
Imst;702;60474;4387;36;87
Innsbruck-Land;703;180453;12207;134;343
Kitzbühel;704;64168;4157;41;77
Kufstein;705;110287;8616;133;277
Landeck;706;44386;3391;46;53
Lienz;707;48738;4737;43;214
Reutte;708;32838;1685;5;97
Schwaz;709;84329;8812;130;47
Bludenz;801;64107;3793;45;83
Bregenz;802;134987;8168;98;251
Dornbirn;803;89912;6676;68;146
Feldkirch;804;108133;7199;74;184
Wien;900;1911191;124709;2043;5327
