Altersgruppe;Anzahl;Timestamp
<5;2135;2020-11-22T07:02:00
5-14;13923;2020-11-22T07:02:00
15-24;37433;2020-11-22T07:02:00
25-34;41612;2020-11-22T07:02:00
35-44;36240;2020-11-22T07:02:00
45-54;43909;2020-11-22T07:02:00
55-64;33567;2020-11-22T07:02:00
65-74;16533;2020-11-22T07:02:00
75-84;13000;2020-11-22T07:02:00
>84;7710;2020-11-22T07:02:00
