Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;557;10;14
Rust(Stadt);102;1980;61;0;0
Eisenstadt-Umgebung;103;43236;1347;19;35
Güssing;104;25699;1108;25;55
Jennersdorf;105;17097;692;17;15
Mattersburg;106;40042;1299;21;40
Neusiedl am See;107;59990;1873;28;76
Oberpullendorf;108;37384;1473;21;28
Oberwart;109;54192;1994;51;36
Klagenfurt Stadt;201;101300;4151;133;83
Villach Stadt;202;62882;2245;54;53
Hermagor;203;18054;1111;16;69
Klagenfurt Land;204;60014;2602;39;74
Sankt Veit an der Glan;205;54186;2708;85;79
Spittal an der Drau;206;75868;2676;51;209
Villach Land;207;64618;2598;63;109
Völkermarkt;208;41862;2495;47;47
Wolfsberg;209;52607;2501;64;39
Feldkirchen;210;29902;1499;37;53
Krems an der Donau(Stadt);301;25036;922;21;14
Sankt Pölten(Stadt);302;55514;2354;33;54
Waidhofen an der Ybbs(Stadt);303;11222;593;9;24
Wiener Neustadt(Stadt);304;45823;1838;49;70
Amstetten;305;116520;6852;113;161
Baden;306;146751;5066;78;220
Bruck an der Leitha;307;103735;3129;58;99
Gänserndorf;308;104782;2695;28;130
Gmünd;309;36553;1631;33;48
Hollabrunn;310;51033;1248;26;25
Horn;311;30936;668;10;23
Korneuburg;312;91254;2497;34;79
Krems(Land);313;56487;2109;27;62
Lilienfeld;314;25655;1017;30;26
Melk;315;78191;3414;74;94
Mistelbach;316;75625;1751;29;70
Mödling;317;119115;3675;84;95
Neunkirchen;318;86343;3204;67;130
Sankt Pölten(Land);319;131729;4589;87;111
Scheibbs;320;41414;2293;27;93
Tulln;321;104593;3363;48;138
Waidhofen an der Thaya;322;25682;923;13;31
Wiener Neustadt(Land);323;78307;2497;43;102
Zwettl;325;41987;2042;21;131
Linz(Stadt);401;206595;9141;183;146
Steyr(Stadt);402;38056;1656;18;24
Wels(Stadt);403;62470;3296;52;91
Braunau am Inn;404;105553;4890;61;148
Eferding;405;33178;2117;27;28
Freistadt;406;66861;3870;79;77
Gmunden;407;101859;5195;86;184
Grieskirchen;408;64875;4017;58;80
Kirchdorf an der Krems;409;57071;2696;60;79
Linz-Land;410;151371;6762;75;99
Perg;411;68968;3833;51;55
Ried im Innkreis;412;61690;3947;80;119
Rohrbach;413;56545;4127;90;75
Schärding;414;57391;3890;59;61
Steyr-Land;415;60717;3207;60;37
Urfahr-Umgebung;416;86005;4780;68;43
Vöcklabruck;417;137297;7198;123;150
Wels-Land;418;73777;3314;46;72
Salzburg(Stadt);501;155021;7325;84;298
Hallein;502;60824;4492;37;181
Salzburg-Umgebung;503;153492;8056;83;235
Sankt Johann im Pongau;504;81194;6094;82;230
Tamsweg;505;20251;1760;31;116
Zell am See;506;87628;5039;87;167
Graz(Stadt);601;291072;9727;220;212
Deutschlandsberg;603;60867;2161;69;76
Graz-Umgebung;606;156070;5199;203;101
Leibnitz;610;84756;3371;74;93
Leoben;611;59700;2196;84;38
Liezen;612;79652;3524;85;174
Murau;614;27543;1148;18;40
Voitsberg;616;51044;2081;81;52
Weiz;617;90654;3017;108;53
Murtal;620;71698;3113;128;115
Bruck-Mürzzuschlag;621;98697;3954;184;77
Hartberg-Fürstenfeld;622;90606;4015;146;81
Südoststeiermark;623;84036;3363;122;108
Innsbruck-Stadt;701;131961;6645;82;93
Imst;702;60474;3216;31;37
Innsbruck-Land;703;180453;9505;118;119
Kitzbühel;704;64168;3131;33;143
Kufstein;705;110287;6678;116;77
Landeck;706;44386;2807;36;38
Lienz;707;48738;2869;39;87
Reutte;708;32838;1129;4;37
Schwaz;709;84329;7096;108;118
Bludenz;801;64107;3057;38;89
Bregenz;802;134987;6631;88;161
Dornbirn;803;89912;5460;49;123
Feldkirch;804;108133;5791;67;162
Wien;900;1911191;78329;1336;1811
