Altersgruppe;Anzahl;Timestamp
<5;0;2020-10-11T17:33:04
5-14;0;2020-10-11T17:33:04
15-24;0;2020-10-11T17:33:04
25-34;2;2020-10-11T17:33:04
35-44;3;2020-10-11T17:33:04
45-54;17;2020-10-11T17:33:04
55-64;30;2020-10-11T17:33:04
65-74;142;2020-10-11T17:33:04
75-84;294;2020-10-11T17:33:04
>84;339;2020-10-11T17:33:04
