Bundesland;Anzahl;GKZ;Timestamp
Wien;301;9;2020-06-20T23:00:00
Vorarlberg;3;8;2020-06-20T23:00:00
Tirol;4;7;2020-06-20T23:00:00
Steiermark;26;6;2020-06-20T23:00:00
Salzburg;12;5;2020-06-20T23:00:00
Oberösterreich;28;4;2020-06-20T23:00:00
Niederösterreich;75;3;2020-06-20T23:00:00
Kärnten;4;2;2020-06-20T23:00:00
Burgenland;7;1;2020-06-20T23:00:00
