Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;453;7;21
Rust(Stadt);102;1980;50;0;0
Eisenstadt-Umgebung;103;43236;1179;16;43
Güssing;104;25699;882;14;72
Jennersdorf;105;17097;603;15;28
Mattersburg;106;40042;1123;18;36
Neusiedl am See;107;59990;1484;25;57
Oberpullendorf;108;37384;1309;15;41
Oberwart;109;54192;1811;49;62
Klagenfurt Stadt;201;101300;3565;106;169
Villach Stadt;202;62882;1911;28;179
Hermagor;203;18054;774;11;83
Klagenfurt Land;204;60014;2096;15;152
Sankt Veit an der Glan;205;54186;2196;68;78
Spittal an der Drau;206;75868;1767;28;105
Villach Land;207;64618;2103;51;106
Völkermarkt;208;41862;2131;35;143
Wolfsberg;209;52607;2170;50;98
Feldkirchen;210;29902;1153;27;99
Krems an der Donau(Stadt);301;25036;835;29;21
Sankt Pölten(Stadt);302;55514;2135;24;96
Waidhofen an der Ybbs(Stadt);303;11222;424;7;17
Wiener Neustadt(Stadt);304;45823;1514;28;54
Amstetten;305;116520;5688;89;370
Baden;306;146751;4018;42;232
Bruck an der Leitha;307;103735;2658;36;104
Gänserndorf;308;104782;2066;24;144
Gmünd;309;36553;1398;30;57
Hollabrunn;310;51033;1123;23;30
Horn;311;30936;589;10;23
Korneuburg;312;91254;2193;18;80
Krems(Land);313;56487;1845;23;42
Lilienfeld;314;25655;914;22;37
Melk;315;78191;2939;52;156
Mistelbach;316;75625;1447;27;44
Mödling;317;119115;3148;53;149
Neunkirchen;318;86343;2572;48;157
Sankt Pölten(Land);319;131729;4025;67;137
Scheibbs;320;41414;1943;21;78
Tulln;321;104593;2726;33;98
Waidhofen an der Thaya;322;25682;813;12;27
Wiener Neustadt(Land);323;78307;1996;29;109
Zwettl;325;41987;1585;13;101
Linz(Stadt);401;206595;8254;140;273
Steyr(Stadt);402;38056;1489;16;58
Wels(Stadt);403;62470;2981;44;107
Braunau am Inn;404;105553;4124;43;197
Eferding;405;33178;1979;23;41
Freistadt;406;66861;3419;64;100
Gmunden;407;101859;4214;50;288
Grieskirchen;408;64875;3579;50;90
Kirchdorf an der Krems;409;57071;2186;39;134
Linz-Land;410;151371;6118;67;189
Perg;411;68968;3390;35;121
Ried im Innkreis;412;61690;3473;64;101
Rohrbach;413;56545;3715;75;92
Schärding;414;57391;3415;41;183
Steyr-Land;415;60717;2881;53;129
Urfahr-Umgebung;416;86005;4509;59;89
Vöcklabruck;417;137297;6205;90;306
Wels-Land;418;73777;2886;35;133
Salzburg(Stadt);501;155021;5852;52;277
Hallein;502;60824;3389;27;166
Salzburg-Umgebung;503;153492;6616;62;347
Sankt Johann im Pongau;504;81194;4979;74;165
Tamsweg;505;20251;1343;28;73
Zell am See;506;87628;4011;62;166
Graz(Stadt);601;291072;8547;186;419
Deutschlandsberg;603;60867;1654;35;214
Graz-Umgebung;606;156070;4450;161;244
Leibnitz;610;84756;2845;63;165
Leoben;611;59700;1966;72;108
Liezen;612;79652;2672;62;152
Murau;614;27543;934;12;46
Voitsberg;616;51044;1840;66;55
Weiz;617;90654;2633;86;115
Murtal;620;71698;2508;93;153
Bruck-Mürzzuschlag;621;98697;3458;125;160
Hartberg-Fürstenfeld;622;90606;3450;111;228
Südoststeiermark;623;84036;2922;91;133
Innsbruck-Stadt;701;131961;6222;76;123
Imst;702;60474;2814;28;115
Innsbruck-Land;703;180453;8601;96;256
Kitzbühel;704;64168;2526;25;102
Kufstein;705;110287;6036;101;131
Landeck;706;44386;2379;29;82
Lienz;707;48738;2470;29;107
Reutte;708;32838;874;3;34
Schwaz;709;84329;6546;95;121
Bludenz;801;64107;2716;37;103
Bregenz;802;134987;5835;75;218
Dornbirn;803;89912;4745;37;188
Feldkirch;804;108133;4978;51;219
Wien;900;1911191;69255;1000;2478
