Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;363;0;39
Rust(Stadt);102;1980;47;0;6
Eisenstadt-Umgebung;103;43236;966;7;103
Güssing;104;25699;699;4;71
Jennersdorf;105;17097;486;9;58
Mattersburg;106;40042;870;7;109
Neusiedl am See;107;59990;1220;16;174
Oberpullendorf;108;37384;1112;11;137
Oberwart;109;54192;1538;25;146
Klagenfurt Stadt;201;101300;2711;55;437
Villach Stadt;202;62882;1376;11;203
Hermagor;203;18054;495;2;88
Klagenfurt Land;204;60014;1530;3;300
Sankt Veit an der Glan;205;54186;1662;14;447
Spittal an der Drau;206;75868;1243;7;386
Villach Land;207;64618;1442;9;336
Völkermarkt;208;41862;1535;7;326
Wolfsberg;209;52607;1532;16;364
Feldkirchen;210;29902;775;10;170
Krems an der Donau(Stadt);301;25036;738;16;74
Sankt Pölten(Stadt);302;55514;1611;10;249
Waidhofen an der Ybbs(Stadt);303;11222;325;3;49
Wiener Neustadt(Stadt);304;45823;1245;25;126
Amstetten;305;116520;4163;46;726
Baden;306;146751;3136;23;281
Bruck an der Leitha;307;103735;2080;9;201
Gänserndorf;308;104782;1625;17;141
Gmünd;309;36553;1066;16;111
Hollabrunn;310;51033;980;13;84
Horn;311;30936;468;5;47
Korneuburg;312;91254;1884;7;155
Krems(Land);313;56487;1574;16;166
Lilienfeld;314;25655;705;10;72
Melk;315;78191;2150;22;321
Mistelbach;316;75625;1208;18;99
Mödling;317;119115;2511;15;195
Neunkirchen;318;86343;1829;26;221
Sankt Pölten(Land);319;131729;3239;36;432
Scheibbs;320;41414;1525;8;216
Tulln;321;104593;2314;15;212
Waidhofen an der Thaya;322;25682;665;5;73
Wiener Neustadt(Land);323;78307;1562;18;185
Zwettl;325;41987;1173;5;162
Linz(Stadt);401;206595;6852;81;743
Steyr(Stadt);402;38056;1238;10;152
Wels(Stadt);403;62470;2472;20;320
Braunau am Inn;404;105553;3096;22;554
Eferding;405;33178;1727;17;185
Freistadt;406;66861;2920;30;333
Gmunden;407;101859;3175;29;351
Grieskirchen;408;64875;3039;19;487
Kirchdorf an der Krems;409;57071;1664;16;248
Linz-Land;410;151371;5047;44;527
Perg;411;68968;2803;22;399
Ried im Innkreis;412;61690;2967;36;316
Rohrbach;413;56545;3330;48;370
Schärding;414;57391;2584;12;299
Steyr-Land;415;60717;2345;36;250
Urfahr-Umgebung;416;86005;3945;30;473
Vöcklabruck;417;137297;4969;36;611
Wels-Land;418;73777;2368;17;330
Salzburg(Stadt);501;155021;4611;26;802
Hallein;502;60824;2665;16;363
Salzburg-Umgebung;503;153492;5340;33;837
Sankt Johann im Pongau;504;81194;4084;45;509
Tamsweg;505;20251;889;12;182
Zell am See;506;87628;3023;28;510
Graz(Stadt);601;291072;6753;63;755
Deutschlandsberg;603;60867;1092;8;133
Graz-Umgebung;606;156070;3320;75;466
Leibnitz;610;84756;2209;35;266
Leoben;611;59700;1530;41;268
Liezen;612;79652;2152;23;285
Murau;614;27543;601;6;129
Voitsberg;616;51044;1517;37;224
Weiz;617;90654;2001;42;246
Murtal;620;71698;1726;14;337
Bruck-Mürzzuschlag;621;98697;2562;51;368
Hartberg-Fürstenfeld;622;90606;2618;79;372
Südoststeiermark;623;84036;2261;26;294
Innsbruck-Stadt;701;131961;5439;53;443
Imst;702;60474;2257;15;206
Innsbruck-Land;703;180453;7043;47;794
Kitzbühel;704;64168;2078;20;210
Kufstein;705;110287;5209;69;759
Landeck;706;44386;2023;23;102
Lienz;707;48738;1761;9;488
Reutte;708;32838;717;2;105
Schwaz;709;84329;5783;66;566
Bludenz;801;64107;2240;22;229
Bregenz;802;134987;4968;44;491
Dornbirn;803;89912;4063;30;268
Feldkirch;804;108133;4083;26;438
Wien;900;1911191;58287;620;4464
