Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;242;10;1;2020-04-28T14:03:12
Kärnten;372;12;2;2020-04-28T14:03:12
Niederösterreich;2101;86;3;2020-04-28T14:03:12
Oberösterreich;2040;50;4;2020-04-28T14:03:12
Salzburg;1078;32;5;2020-04-28T14:03:12
Steiermark;1117;111;6;2020-04-28T14:03:12
Tirol;3070;101;7;2020-04-28T14:03:12
Vorarlberg;779;15;8;2020-04-28T14:03:12
Wien;1781;125;9;2020-04-28T14:03:12
