Bundesland;Anzahl;GKZ;Timestamp
Wien;4394;9;2020-09-23T11:00:00
Vorarlberg;449;8;2020-09-23T11:00:00
Tirol;555;7;2020-09-23T11:00:00
Steiermark;509;6;2020-09-23T11:00:00
Salzburg;265;5;2020-09-23T11:00:00
Oberösterreich;750;4;2020-09-23T11:00:00
Niederösterreich;1079;3;2020-09-23T11:00:00
Kärnten;116;2;2020-09-23T11:00:00
Burgenland;141;1;2020-09-23T11:00:00
