Altersgruppe;Anzahl;Timestamp
<5;2681;2020-12-14T09:02:00
5-14;17760;2020-12-14T09:02:00
15-24;46367;2020-12-14T09:02:00
25-34;53027;2020-12-14T09:02:00
35-44;47934;2020-12-14T09:02:00
45-54;58104;2020-12-14T09:02:00
55-64;44220;2020-12-14T09:02:00
65-74;21680;2020-12-14T09:02:00
75-84;18589;2020-12-14T09:02:00
>84;12244;2020-12-14T09:02:00
