Bundesland;Anzahl;GKZ;Timestamp
Wien;505;9;2020-04-21T19:00:00
Vorarlberg;132;8;2020-04-21T19:00:00
Tirol;644;7;2020-04-21T19:00:00
Steiermark;681;6;2020-04-21T19:00:00
Salzburg;243;5;2020-04-21T19:00:00
Oberösterreich;255;4;2020-04-21T19:00:00
Niederösterreich;788;3;2020-04-21T19:00:00
Kärnten;69;2;2020-04-21T19:00:00
Burgenland;94;1;2020-04-21T19:00:00
