Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-09-01T17:38:45
5-14;0;2020-09-01T17:38:45
15-24;0;2020-09-01T17:38:45
25-34;0;2020-09-01T17:38:45
35-44;0;2020-09-01T17:38:45
45-54;1;2020-09-01T17:38:45
55-64;2;2020-09-01T17:38:45
65-74;15;2020-09-01T17:38:45
75-84;43;2020-09-01T17:38:45
>84;128;2020-09-01T17:38:45
