Bundesland;Anzahl;GKZ;Timestamp
Wien;15518;9;2020-11-23T13:02:00
Vorarlberg;3999;8;2020-11-23T13:02:00
Tirol;6773;7;2020-11-23T13:02:00
Steiermark;12685;6;2020-11-23T13:02:00
Salzburg;6493;5;2020-11-23T13:02:00
Oberösterreich;10848;4;2020-11-23T13:02:00
Niederösterreich;10288;3;2020-11-23T13:02:00
Kärnten;4014;2;2020-11-23T13:02:00
Burgenland;1729;1;2020-11-23T13:02:00
