Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;476;8;37
Rust(Stadt);102;1980;50;0;0
Eisenstadt-Umgebung;103;43236;1201;16;35
Güssing;104;25699;904;14;61
Jennersdorf;105;17097;616;15;24
Mattersburg;106;40042;1145;19;34
Neusiedl am See;107;59990;1530;26;60
Oberpullendorf;108;37384;1315;16;21
Oberwart;109;54192;1845;50;60
Klagenfurt Stadt;201;101300;3710;109;208
Villach Stadt;202;62882;1963;36;160
Hermagor;203;18054;828;11;93
Klagenfurt Land;204;60014;2193;15;178
Sankt Veit an der Glan;205;54186;2255;69;78
Spittal an der Drau;206;75868;1821;28;82
Villach Land;207;64618;2166;52;100
Völkermarkt;208;41862;2206;40;95
Wolfsberg;209;52607;2223;51;84
Feldkirchen;210;29902;1189;27;84
Krems an der Donau(Stadt);301;25036;842;29;18
Sankt Pölten(Stadt);302;55514;2160;25;69
Waidhofen an der Ybbs(Stadt);303;11222;461;7;44
Wiener Neustadt(Stadt);304;45823;1545;29;50
Amstetten;305;116520;5895;90;346
Baden;306;146751;4176;51;229
Bruck an der Leitha;307;103735;2729;49;103
Gänserndorf;308;104782;2161;26;153
Gmünd;309;36553;1457;30;75
Hollabrunn;310;51033;1147;24;38
Horn;311;30936;596;10;12
Korneuburg;312;91254;2230;24;74
Krems(Land);313;56487;1870;23;40
Lilienfeld;314;25655;934;23;36
Melk;315;78191;3022;60;168
Mistelbach;316;75625;1466;27;35
Mödling;317;119115;3242;55;157
Neunkirchen;318;86343;2655;52;141
Sankt Pölten(Land);319;131729;4109;73;119
Scheibbs;320;41414;1989;22;90
Tulln;321;104593;2822;36;125
Waidhofen an der Thaya;322;25682;820;13;21
Wiener Neustadt(Land);323;78307;2063;29;107
Zwettl;325;41987;1651;14;105
Linz(Stadt);401;206595;8432;147;264
Steyr(Stadt);402;38056;1534;17;67
Wels(Stadt);403;62470;3037;44;95
Braunau am Inn;404;105553;4249;43;172
Eferding;405;33178;2002;24;43
Freistadt;406;66861;3505;64;137
Gmunden;407;101859;4389;54;280
Grieskirchen;408;64875;3647;50;105
Kirchdorf an der Krems;409;57071;2274;42;133
Linz-Land;410;151371;6237;70;157
Perg;411;68968;3444;38;104
Ried im Innkreis;412;61690;3534;68;104
Rohrbach;413;56545;3767;84;96
Schärding;414;57391;3489;52;134
Steyr-Land;415;60717;2941;53;95
Urfahr-Umgebung;416;86005;4574;61;97
Vöcklabruck;417;137297;6364;95;285
Wels-Land;418;73777;2965;38;125
Salzburg(Stadt);501;155021;6006;57;255
Hallein;502;60824;3555;27;220
Salzburg-Umgebung;503;153492;6803;64;324
Sankt Johann im Pongau;504;81194;5121;76;221
Tamsweg;505;20251;1358;28;39
Zell am See;506;87628;4178;62;231
Graz(Stadt);601;291072;8780;188;386
Deutschlandsberg;603;60867;1727;40;127
Graz-Umgebung;606;156070;4577;172;200
Leibnitz;610;84756;2941;65;136
Leoben;611;59700;1998;73;80
Liezen;612;79652;2799;66;198
Murau;614;27543;968;13;48
Voitsberg;616;51044;1876;67;47
Weiz;617;90654;2691;90;100
Murtal;620;71698;2614;101;138
Bruck-Mürzzuschlag;621;98697;3549;139;153
Hartberg-Fürstenfeld;622;90606;3573;119;167
Südoststeiermark;623;84036;2917;106;143
Innsbruck-Stadt;701;131961;6251;78;91
Imst;702;60474;2893;29;97
Innsbruck-Land;703;180453;8746;103;222
Kitzbühel;704;64168;2591;25;105
Kufstein;705;110287;6124;104;137
Landeck;706;44386;2467;30;117
Lienz;707;48738;2520;30;109
Reutte;708;32838;905;3;33
Schwaz;709;84329;6623;95;132
Bludenz;801;64107;2762;37;91
Bregenz;802;134987;5978;75;214
Dornbirn;803;89912;4857;39;168
Feldkirch;804;108133;5122;58;234
Wien;900;1911191;70598;1034;2162
