Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;183;0;100
Rust(Stadt);102;1980;17;0;9
Eisenstadt-Umgebung;103;43236;470;4;152
Güssing;104;25699;280;0;106
Jennersdorf;105;17097;165;2;72
Mattersburg;106;40042;406;1;123
Neusiedl am See;107;59990;637;10;159
Oberpullendorf;108;37384;437;2;153
Oberwart;109;54192;833;12;281
Klagenfurt Stadt;201;101300;951;21;359
Villach Stadt;202;62882;438;0;181
Hermagor;203;18054;193;0;97
Klagenfurt Land;204;60014;430;2;212
Sankt Veit an der Glan;205;54186;453;1;188
Spittal an der Drau;206;75868;253;1;83
Villach Land;207;64618;413;3;182
Völkermarkt;208;41862;407;3;158
Wolfsberg;209;52607;373;2;169
Feldkirchen;210;29902;203;1;95
Krems an der Donau(Stadt);301;25036;333;6;99
Sankt Pölten(Stadt);302;55514;779;8;219
Waidhofen an der Ybbs(Stadt);303;11222;106;3;36
Wiener Neustadt(Stadt);304;45823;747;0;193
Amstetten;305;116520;1488;23;574
Baden;306;146751;1747;9;476
Bruck an der Leitha;307;103735;1176;5;261
Gänserndorf;308;104782;997;7;173
Gmünd;309;36553;525;3;191
Hollabrunn;310;51033;421;2;200
Horn;311;30936;238;5;65
Korneuburg;312;91254;1151;7;271
Krems(Land);313;56487;822;9;246
Lilienfeld;314;25655;366;6;106
Melk;315;78191;825;6;227
Mistelbach;316;75625;629;12;109
Mödling;317;119115;1576;13;430
Neunkirchen;318;86343;1020;10;268
Sankt Pölten(Land);319;131729;1513;14;396
Scheibbs;320;41414;464;2;205
Tulln;321;104593;1305;7;382
Waidhofen an der Thaya;322;25682;398;2;95
Wiener Neustadt(Land);323;78307;770;10;190
Zwettl;325;41987;519;3;135
Linz(Stadt);401;206595;3311;37;873
Steyr(Stadt);402;38056;589;2;220
Wels(Stadt);403;62470;1240;8;313
Braunau am Inn;404;105553;1144;10;425
Eferding;405;33178;695;7;285
Freistadt;406;66861;1156;13;468
Gmunden;407;101859;1570;3;618
Grieskirchen;408;64875;1222;2;459
Kirchdorf an der Krems;409;57071;532;5;233
Linz-Land;410;151371;2273;13;662
Perg;411;68968;1101;6;367
Ried im Innkreis;412;61690;1335;6;523
Rohrbach;413;56545;1217;4;481
Schärding;414;57391;1153;3;458
Steyr-Land;415;60717;970;15;388
Urfahr-Umgebung;416;86005;1489;7;632
Vöcklabruck;417;137297;1993;9;676
Wels-Land;418;73777;948;2;299
Salzburg(Stadt);501;155021;1845;4;591
Hallein;502;60824;1378;5;340
Salzburg-Umgebung;503;153492;2326;16;792
Sankt Johann im Pongau;504;81194;1975;17;587
Tamsweg;505;20251;263;2;106
Zell am See;506;87628;1117;9;270
Graz(Stadt);601;291072;3332;52;983
Deutschlandsberg;603;60867;475;3;207
Graz-Umgebung;606;156070;1442;52;447
Leibnitz;610;84756;976;17;363
Leoben;611;59700;609;7;213
Liezen;612;79652;912;3;360
Murau;614;27543;138;0;72
Voitsberg;616;51044;563;13;181
Weiz;617;90654;898;20;318
Murtal;620;71698;564;3;207
Bruck-Mürzzuschlag;621;98697;893;27;401
Hartberg-Fürstenfeld;622;90606;1062;51;349
Südoststeiermark;623;84036;857;4;461
Innsbruck-Stadt;701;131961;3333;16;632
Imst;702;60474;1109;6;265
Innsbruck-Land;703;180453;3374;15;929
Kitzbühel;704;64168;988;13;321
Kufstein;705;110287;2268;38;616
Landeck;706;44386;1530;18;129
Lienz;707;48738;498;6;169
Reutte;708;32838;313;1;102
Schwaz;709;84329;2584;18;760
Bludenz;801;64107;1125;7;331
Bregenz;802;134987;2326;16;863
Dornbirn;803;89912;2078;11;813
Feldkirch;804;108133;1924;7;624
Wien;900;1911191;36140;389;5678
