Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;198;5;1;2020-04-19T11:00:00
Kärnten;302;11;2;2020-04-19T11:00:00
Niederösterreich;1560;49;3;2020-04-19T11:00:00
Oberösterreich;1847;36;4;2020-04-19T11:00:00
Salzburg;929;26;5;2020-04-19T11:00:00
Steiermark;809;90;6;2020-04-19T11:00:00
Tirol;2526;84;7;2020-04-19T11:00:00
Vorarlberg;715;10;8;2020-04-19T11:00:00
Wien;1615;79;9;2020-04-19T11:00:00
