Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;687;9;33
Rust(Stadt);102;1980;69;0;0
Eisenstadt-Umgebung;103;43236;1758;23;111
Güssing;104;25699;1473;44;78
Jennersdorf;105;17097;1050;20;60
Mattersburg;106;40042;1715;25;81
Neusiedl am See;107;59990;2517;31;134
Oberpullendorf;108;37384;1764;25;71
Oberwart;109;54192;2623;61;167
Klagenfurt Stadt;201;101300;5111;150;195
Villach Stadt;202;62882;2846;60;135
Hermagor;203;18054;1728;23;51
Klagenfurt Land;204;60014;3314;61;117
Sankt Veit an der Glan;205;54186;3215;93;101
Spittal an der Drau;206;75868;4052;104;170
Villach Land;207;64618;3465;69;175
Völkermarkt;208;41862;2991;54;98
Wolfsberg;209;52607;2846;67;64
Feldkirchen;210;29902;1802;42;57
Krems an der Donau(Stadt);301;25036;1069;25;40
Sankt Pölten(Stadt);302;55514;2863;46;143
Waidhofen an der Ybbs(Stadt);303;11222;689;11;14
Wiener Neustadt(Stadt);304;45823;3026;62;248
Amstetten;305;116520;7692;122;110
Baden;306;146751;7346;97;480
Bruck an der Leitha;307;103735;4394;71;309
Gänserndorf;308;104782;4252;53;213
Gmünd;309;36553;2097;35;100
Hollabrunn;310;51033;1935;44;89
Horn;311;30936;1041;12;83
Korneuburg;312;91254;3288;42;187
Krems(Land);313;56487;2629;33;103
Lilienfeld;314;25655;1217;32;36
Melk;315;78191;4133;83;127
Mistelbach;316;75625;2876;33;155
Mödling;317;119115;4786;102;223
Neunkirchen;318;86343;4387;81;309
Sankt Pölten(Land);319;131729;5761;108;274
Scheibbs;320;41414;2776;32;95
Tulln;321;104593;4230;71;157
Waidhofen an der Thaya;322;25682;1341;14;80
Wiener Neustadt(Land);323;78307;3835;61;356
Zwettl;325;41987;2614;30;58
Linz(Stadt);401;206595;10492;207;266
Steyr(Stadt);402;38056;1827;18;33
Wels(Stadt);403;62470;4134;62;130
Braunau am Inn;404;105553;6555;70;273
Eferding;405;33178;2351;29;52
Freistadt;406;66861;4371;85;127
Gmunden;407;101859;6240;95;180
Grieskirchen;408;64875;4453;68;59
Kirchdorf an der Krems;409;57071;3224;74;188
Linz-Land;410;151371;7827;81;182
Perg;411;68968;4708;64;255
Ried im Innkreis;412;61690;4628;90;160
Rohrbach;413;56545;4643;92;96
Schärding;414;57391;4446;63;71
Steyr-Land;415;60717;3528;62;58
Urfahr-Umgebung;416;86005;5310;69;128
Vöcklabruck;417;137297;8506;138;300
Wels-Land;418;73777;4180;51;216
Salzburg(Stadt);501;155021;9147;120;379
Hallein;502;60824;5373;58;135
Salzburg-Umgebung;503;153492;9869;100;332
Sankt Johann im Pongau;504;81194;8138;102;419
Tamsweg;505;20251;2141;39;57
Zell am See;506;87628;5859;99;162
Graz(Stadt);601;291072;12228;263;416
Deutschlandsberg;603;60867;2922;89;103
Graz-Umgebung;606;156070;6596;223;198
Leibnitz;610;84756;4454;93;259
Leoben;611;59700;2669;93;92
Liezen;612;79652;4317;98;136
Murau;614;27543;1415;20;43
Voitsberg;616;51044;2421;89;83
Weiz;617;90654;4411;131;267
Murtal;620;71698;3675;150;105
Bruck-Mürzzuschlag;621;98697;5025;225;141
Hartberg-Fürstenfeld;622;90606;5557;164;223
Südoststeiermark;623;84036;4685;159;162
Innsbruck-Stadt;701;131961;7264;88;126
Imst;702;60474;3791;33;164
Innsbruck-Land;703;180453;10477;132;202
Kitzbühel;704;64168;3680;38;61
Kufstein;705;110287;7529;129;122
Landeck;706;44386;3082;42;47
Lienz;707;48738;3916;42;181
Reutte;708;32838;1409;4;5
Schwaz;709;84329;8194;125;102
Bludenz;801;64107;3545;45;42
Bregenz;802;134987;7396;96;73
Dornbirn;803;89912;6183;66;49
Feldkirch;804;108133;6620;71;104
Wien;900;1911191;100159;1765;4959
