Altersgruppe;Anzahl;Timestamp
<5;2156;2020-11-22T13:02:00
5-14;13991;2020-11-22T13:02:00
15-24;37551;2020-11-22T13:02:00
25-34;41766;2020-11-22T13:02:00
35-44;36393;2020-11-22T13:02:00
45-54;44095;2020-11-22T13:02:00
55-64;33722;2020-11-22T13:02:00
65-74;16601;2020-11-22T13:02:00
75-84;13073;2020-11-22T13:02:00
>84;7730;2020-11-22T13:02:00
