Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;794;9;86
Rust(Stadt);102;1980;69;0;0
Eisenstadt-Umgebung;103;43236;1769;23;87
Güssing;104;25699;1482;44;67
Jennersdorf;105;17097;1059;20;48
Mattersburg;106;40042;1724;25;78
Neusiedl am See;107;59990;2538;31;117
Oberpullendorf;108;37384;1768;27;62
Oberwart;109;54192;2651;61;111
Klagenfurt Stadt;201;101300;5156;150;180
Villach Stadt;202;62882;2875;60;127
Hermagor;203;18054;1739;25;40
Klagenfurt Land;204;60014;3351;61;114
Sankt Veit an der Glan;205;54186;3233;93;94
Spittal an der Drau;206;75868;4092;105;177
Villach Land;207;64618;3502;70;175
Völkermarkt;208;41862;3015;56;95
Wolfsberg;209;52607;2858;67;57
Feldkirchen;210;29902;1816;43;58
Krems an der Donau(Stadt);301;25036;1074;25;39
Sankt Pölten(Stadt);302;55514;2890;46;136
Waidhofen an der Ybbs(Stadt);303;11222;691;12;13
Wiener Neustadt(Stadt);304;45823;3060;62;220
Amstetten;305;116520;7725;122;118
Baden;306;146751;7407;98;432
Bruck an der Leitha;307;103735;4426;72;256
Gänserndorf;308;104782;4296;53;217
Gmünd;309;36553;2118;35;100
Hollabrunn;310;51033;1943;44;83
Horn;311;30936;1058;12;83
Korneuburg;312;91254;3319;42;175
Krems(Land);313;56487;2644;33;101
Lilienfeld;314;25655;1219;32;31
Melk;315;78191;4164;84;133
Mistelbach;316;75625;2896;33;133
Mödling;317;119115;4820;102;205
Neunkirchen;318;86343;4420;81;296
Sankt Pölten(Land);319;131729;5821;109;253
Scheibbs;320;41414;2800;32;103
Tulln;321;104593;4252;72;146
Waidhofen an der Thaya;322;25682;1354;14;78
Wiener Neustadt(Land);323;78307;3874;61;299
Zwettl;325;41987;2625;30;59
Linz(Stadt);401;206595;10540;207;287
Steyr(Stadt);402;38056;1837;18;33
Wels(Stadt);403;62470;4178;62;133
Braunau am Inn;404;105553;6607;70;246
Eferding;405;33178;2359;29;51
Freistadt;406;66861;4402;85;140
Gmunden;407;101859;6303;96;186
Grieskirchen;408;64875;4468;68;62
Kirchdorf an der Krems;409;57071;3262;75;175
Linz-Land;410;151371;7856;81;188
Perg;411;68968;4755;64;248
Ried im Innkreis;412;61690;4689;90;176
Rohrbach;413;56545;4668;92;96
Schärding;414;57391;4466;63;66
Steyr-Land;415;60717;3552;62;72
Urfahr-Umgebung;416;86005;5336;69;116
Vöcklabruck;417;137297;8604;139;335
Wels-Land;418;73777;4225;51;201
Salzburg(Stadt);501;155021;9253;122;401
Hallein;502;60824;5421;58;159
Salzburg-Umgebung;503;153492;9959;102;357
Sankt Johann im Pongau;504;81194;8182;103;378
Tamsweg;505;20251;2167;39;69
Zell am See;506;87628;5916;100;181
Graz(Stadt);601;291072;12295;264;398
Deutschlandsberg;603;60867;2937;89;87
Graz-Umgebung;606;156070;6639;223;198
Leibnitz;610;84756;4491;93;234
Leoben;611;59700;2692;93;95
Liezen;612;79652;4344;98;134
Murau;614;27543;1422;20;40
Voitsberg;616;51044;2440;89;72
Weiz;617;90654;4463;134;230
Murtal;620;71698;3699;150;103
Bruck-Mürzzuschlag;621;98697;5070;226;144
Hartberg-Fürstenfeld;622;90606;5595;165;186
Südoststeiermark;623;84036;4714;159;146
Innsbruck-Stadt;701;131961;7335;88;175
Imst;702;60474;3840;33;176
Innsbruck-Land;703;180453;10571;132;249
Kitzbühel;704;64168;3711;38;70
Kufstein;705;110287;7583;129;146
Landeck;706;44386;3095;42;46
Lienz;707;48738;3961;42;159
Reutte;708;32838;1411;4;7
Schwaz;709;84329;8244;125;133
Bludenz;801;64107;3552;45;39
Bregenz;802;134987;7411;96;68
Dornbirn;803;89912;6193;66;46
Feldkirch;804;108133;6645;71;98
Wien;900;1911191;101533;1781;5163
