Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-11-15T12:02:00
5-14;0;2020-11-15T12:02:00
15-24;0;2020-11-15T12:02:00
25-34;0;2020-11-15T12:02:00
35-44;0;2020-11-15T12:02:00
45-54;1;2020-11-15T12:02:00
55-64;5;2020-11-15T12:02:00
65-74;28;2020-11-15T12:02:00
75-84;93;2020-11-15T12:02:00
>84;306;2020-11-15T12:02:00
