Bundesland;Anzahl;GKZ;Timestamp
Wien;3910;9;2020-09-19T07:00:00
Vorarlberg;376;8;2020-09-19T07:00:00
Tirol;686;7;2020-09-19T07:00:00
Steiermark;433;6;2020-09-19T07:00:00
Salzburg;182;5;2020-09-19T07:00:00
Oberösterreich;703;4;2020-09-19T07:00:00
Niederösterreich;972;3;2020-09-19T07:00:00
Kärnten;74;2;2020-09-19T07:00:00
Burgenland;111;1;2020-09-19T07:00:00
