Altersgruppe;Anzahl;Timestamp
<5;374;2020-09-03T02:00:00
5-14;1209;2020-09-03T02:00:00
15-24;4650;2020-09-03T02:00:00
25-34;4836;2020-09-03T02:00:00
35-44;3971;2020-09-03T02:00:00
45-54;4963;2020-09-03T02:00:00
55-64;3654;2020-09-03T02:00:00
65-74;1838;2020-09-03T02:00:00
75-84;1607;2020-09-03T02:00:00
>84;1020;2020-09-03T02:00:00
