Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;826;9;28
Rust(Stadt);102;1980;71;0;1
Eisenstadt-Umgebung;103;43236;2053;23;114
Güssing;104;25699;1656;46;67
Jennersdorf;105;17097;1152;22;39
Mattersburg;106;40042;2016;27;137
Neusiedl am See;107;59990;2848;33;134
Oberpullendorf;108;37384;2014;33;96
Oberwart;109;54192;3079;73;245
Klagenfurt Stadt;201;101300;5385;151;164
Villach Stadt;202;62882;3099;62;114
Hermagor;203;18054;1780;28;26
Klagenfurt Land;204;60014;3563;61;119
Sankt Veit an der Glan;205;54186;3380;95;70
Spittal an der Drau;206;75868;4553;109;195
Villach Land;207;64618;3793;71;147
Völkermarkt;208;41862;3159;57;75
Wolfsberg;209;52607;3006;68;96
Feldkirchen;210;29902;1962;44;70
Krems an der Donau(Stadt);301;25036;1190;26;49
Sankt Pölten(Stadt);302;55514;3140;50;138
Waidhofen an der Ybbs(Stadt);303;11222;757;13;47
Wiener Neustadt(Stadt);304;45823;3412;63;126
Amstetten;305;116520;8406;122;391
Baden;306;146751;8479;103;500
Bruck an der Leitha;307;103735;5015;72;255
Gänserndorf;308;104782;4796;56;231
Gmünd;309;36553;2335;37;117
Hollabrunn;310;51033;2199;49;130
Horn;311;30936;1207;12;71
Korneuburg;312;91254;3762;43;220
Krems(Land);313;56487;2836;35;85
Lilienfeld;314;25655;1354;33;74
Melk;315;78191;4665;88;304
Mistelbach;316;75625;3241;33;170
Mödling;317;119115;5441;105;294
Neunkirchen;318;86343;5135;87;290
Sankt Pölten(Land);319;131729;6512;112;349
Scheibbs;320;41414;3157;32;186
Tulln;321;104593;4626;79;182
Waidhofen an der Thaya;322;25682;1512;14;82
Wiener Neustadt(Land);323;78307;4499;68;265
Zwettl;325;41987;2844;31;105
Linz(Stadt);401;206595;11157;209;289
Steyr(Stadt);402;38056;1965;18;82
Wels(Stadt);403;62470;4530;64;198
Braunau am Inn;404;105553;7368;80;415
Eferding;405;33178;2501;30;69
Freistadt;406;66861;4800;89;184
Gmunden;407;101859;6735;96;270
Grieskirchen;408;64875;4657;68;96
Kirchdorf an der Krems;409;57071;3632;78;151
Linz-Land;410;151371;8437;83;318
Perg;411;68968;5080;65;163
Ried im Innkreis;412;61690;4981;93;140
Rohrbach;413;56545;4786;93;52
Schärding;414;57391;4634;65;109
Steyr-Land;415;60717;3727;64;84
Urfahr-Umgebung;416;86005;5513;70;93
Vöcklabruck;417;137297;9461;145;497
Wels-Land;418;73777;4645;55;201
Salzburg(Stadt);501;155021;10031;126;422
Hallein;502;60824;5765;59;148
Salzburg-Umgebung;503;153492;10782;108;456
Sankt Johann im Pongau;504;81194;8716;107;201
Tamsweg;505;20251;2258;39;43
Zell am See;506;87628;6374;101;233
Graz(Stadt);601;291072;13169;269;437
Deutschlandsberg;603;60867;3224;91;133
Graz-Umgebung;606;156070;7189;229;278
Leibnitz;610;84756;4915;97;171
Leoben;611;59700;2903;99;88
Liezen;612;79652;4664;103;162
Murau;614;27543;1559;22;97
Voitsberg;616;51044;2685;91;93
Weiz;617;90654;4903;137;228
Murtal;620;71698;3945;154;135
Bruck-Mürzzuschlag;621;98697;5345;232;136
Hartberg-Fürstenfeld;622;90606;6119;170;272
Südoststeiermark;623;84036;5073;161;200
Innsbruck-Stadt;701;131961;7875;90;316
Imst;702;60474;4185;35;144
Innsbruck-Land;703;180453;11376;132;456
Kitzbühel;704;64168;3970;39;140
Kufstein;705;110287;8115;130;314
Landeck;706;44386;3259;44;99
Lienz;707;48738;4313;42;182
Reutte;708;32838;1532;4;73
Schwaz;709;84329;8652;127;223
Bludenz;801;64107;3634;45;50
Bregenz;802;134987;7735;97;195
Dornbirn;803;89912;6352;66;119
Feldkirch;804;108133;6880;73;140
Wien;900;1911191;113540;1899;6549
