Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;7601;131;1;2020-12-15T10:02:00
Kärnten;16151;278;2;2020-12-15T10:02:00
Niederösterreich;42214;656;3;2020-12-15T10:02:00
Oberösterreich;60088;819;4;2020-12-15T10:02:00
Salzburg;21410;272;5;2020-12-15T10:02:00
Steiermark;27109;640;6;2020-12-15T10:02:00
Tirol;34658;412;7;2020-12-15T10:02:00
Vorarlberg;15830;179;8;2020-12-15T10:02:00
Wien;59113;870;9;2020-12-15T10:02:00
