Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;379;1;33
Rust(Stadt);102;1980;48;0;2
Eisenstadt-Umgebung;103;43236;1020;8;109
Güssing;104;25699;733;5;67
Jennersdorf;105;17097;515;10;63
Mattersburg;106;40042;970;10;159
Neusiedl am See;107;59990;1277;16;113
Oberpullendorf;108;37384;1165;12;98
Oberwart;109;54192;1577;41;108
Klagenfurt Stadt;201;101300;2915;57;375
Villach Stadt;202;62882;1444;16;159
Hermagor;203;18054;517;2;57
Klagenfurt Land;204;60014;1645;4;256
Sankt Veit an der Glan;205;54186;1791;14;325
Spittal an der Drau;206;75868;1366;12;344
Villach Land;207;64618;1586;10;345
Völkermarkt;208;41862;1656;7;194
Wolfsberg;209;52607;1730;18;346
Feldkirchen;210;29902;848;13;145
Krems an der Donau(Stadt);301;25036;767;23;71
Sankt Pölten(Stadt);302;55514;1737;18;252
Waidhofen an der Ybbs(Stadt);303;11222;347;4;45
Wiener Neustadt(Stadt);304;45823;1320;27;114
Amstetten;305;116520;4410;58;612
Baden;306;146751;3311;27;305
Bruck an der Leitha;307;103735;2204;25;215
Gänserndorf;308;104782;1697;22;141
Gmünd;309;36553;1121;26;101
Hollabrunn;310;51033;1014;15;73
Horn;311;30936;481;6;34
Korneuburg;312;91254;1926;12;120
Krems(Land);313;56487;1634;16;136
Lilienfeld;314;25655;738;12;61
Melk;315;78191;2332;33;333
Mistelbach;316;75625;1267;22;113
Mödling;317;119115;2625;33;186
Neunkirchen;318;86343;1994;30;252
Sankt Pölten(Land);319;131729;3419;50;386
Scheibbs;320;41414;1629;9;200
Tulln;321;104593;2414;25;205
Waidhofen an der Thaya;322;25682;698;9;65
Wiener Neustadt(Land);323;78307;1662;25;175
Zwettl;325;41987;1259;7;159
Linz(Stadt);401;206595;7159;91;701
Steyr(Stadt);402;38056;1290;10;117
Wels(Stadt);403;62470;2587;24;288
Braunau am Inn;404;105553;3329;25;533
Eferding;405;33178;1771;18;121
Freistadt;406;66861;2998;41;200
Gmunden;407;101859;3294;32;267
Grieskirchen;408;64875;3147;27;297
Kirchdorf an der Krems;409;57071;1753;25;189
Linz-Land;410;151371;5307;48;506
Perg;411;68968;2956;27;298
Ried im Innkreis;412;61690;3087;41;242
Rohrbach;413;56545;3388;61;228
Schärding;414;57391;2753;14;345
Steyr-Land;415;60717;2474;37;225
Urfahr-Umgebung;416;86005;4068;36;329
Vöcklabruck;417;137297;5125;46;457
Wels-Land;418;73777;2478;21;249
Salzburg(Stadt);501;155021;4898;33;654
Hallein;502;60824;2781;22;270
Salzburg-Umgebung;503;153492;5614;36;673
Sankt Johann im Pongau;504;81194;4285;53;424
Tamsweg;505;20251;1031;15;242
Zell am See;506;87628;3305;35;417
Graz(Stadt);601;291072;7166;68;764
Deutschlandsberg;603;60867;1166;12;132
Graz-Umgebung;606;156070;3557;83;439
Leibnitz;610;84756;2369;40;264
Leoben;611;59700;1610;49;208
Liezen;612;79652;2247;28;237
Murau;614;27543;681;6;154
Voitsberg;616;51044;1612;42;203
Weiz;617;90654;2108;47;215
Murtal;620;71698;1907;29;374
Bruck-Mürzzuschlag;621;98697;2746;66;396
Hartberg-Fürstenfeld;622;90606;2752;82;323
Südoststeiermark;623;84036;2431;34;298
Innsbruck-Stadt;701;131961;5588;55;329
Imst;702;60474;2377;17;195
Innsbruck-Land;703;180453;7333;60;581
Kitzbühel;704;64168;2158;21;139
Kufstein;705;110287;5357;83;455
Landeck;706;44386;2065;23;75
Lienz;707;48738;1927;15;378
Reutte;708;32838;754;3;79
Schwaz;709;84329;5970;74;390
Bludenz;801;64107;2341;25;214
Bregenz;802;134987;5104;52;390
Dornbirn;803;89912;4154;31;202
Feldkirch;804;108133;4231;31;367
Wien;900;1911191;60470;658;4005
