Bundesland;Anzahl;GKZ;Timestamp
Wien;268;9;2020-06-06T03:00:00
Vorarlberg;20;8;2020-06-06T03:00:00
Tirol;13;7;2020-06-06T03:00:00
Steiermark;26;6;2020-06-06T03:00:00
Salzburg;3;5;2020-06-06T03:00:00
Oberösterreich;14;4;2020-06-06T03:00:00
Niederösterreich;74;3;2020-06-06T03:00:00
Kärnten;5;2;2020-06-06T03:00:00
Burgenland;6;1;2020-06-06T03:00:00
