Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14637;53;0;6
Rust(Stadt);102;1940;3;0;0
Eisenstadt-Umgebung;103;42927;151;3;23
Güssing;104;25797;110;0;13
Jennersdorf;105;17066;20;0;1
Mattersburg;106;39925;168;1;16
Neusiedl am See;107;59552;321;4;76
Oberpullendorf;108;37513;110;1;24
Oberwart;109;54076;302;4;59
Klagenfurt Stadt;201;100817;295;3;70
Villach Stadt;202;62243;141;0;25
Hermagor;203;18224;61;0;4
Klagenfurt Land;204;59800;138;2;30
Sankt Veit an der Glan;205;54555;166;0;74
Spittal an der Drau;206;76091;102;1;17
Villach Land;207;64668;148;2;18
Völkermarkt;208;41878;155;4;28
Wolfsberg;209;52726;98;1;8
Feldkirchen;210;29937;47;0;10
Krems an der Donau(Stadt);301;24876;156;4;10
Sankt Pölten(Stadt);302;55044;380;8;74
Waidhofen an der Ybbs(Stadt);303;11261;38;3;4
Wiener Neustadt(Stadt);304;45277;305;0;34
Amstetten;305;116114;475;16;48
Baden;306;146203;856;7;144
Bruck an der Leitha;307;102010;566;5;71
Gänserndorf;308;103686;596;5;102
Gmünd;309;36773;165;1;35
Hollabrunn;310;50858;131;2;17
Horn;311;31090;133;5;11
Korneuburg;312;90889;551;6;75
Krems(Land);313;56596;375;8;36
Lilienfeld;314;25812;120;5;10
Melk;315;77962;413;5;31
Mistelbach;316;75483;416;7;51
Mödling;317;118998;765;11;118
Neunkirchen;318;86291;557;8;45
Sankt Pölten(Land);319;131044;706;11;90
Scheibbs;320;41403;180;2;11
Tulln;321;103771;498;6;80
Waidhofen an der Thaya;322;25888;176;2;18
Wiener Neustadt(Land);323;77991;338;9;43
Zwettl;325;42222;229;2;35
Linz(Stadt);401;205726;1676;21;168
Steyr(Stadt);402;38193;212;2;30
Wels(Stadt);403;61727;557;0;140
Braunau am Inn;404;104408;428;6;64
Eferding;405;33156;150;6;22
Freistadt;406;66621;350;6;26
Gmunden;407;101631;458;3;98
Grieskirchen;408;64721;280;1;78
Kirchdorf an der Krems;409;56866;163;2;15
Linz-Land;410;150273;1102;10;71
Perg;411;68459;491;4;21
Ried im Innkreis;412;61204;396;0;90
Rohrbach;413;56524;374;0;94
Schärding;414;57307;240;1;85
Steyr-Land;415;60427;338;7;49
Urfahr-Umgebung;416;85505;542;6;48
Vöcklabruck;417;136253;695;4;150
Wels-Land;418;73094;376;1;50
Salzburg(Stadt);501;154211;716;3;99
Hallein;502;60374;532;2;245
Salzburg-Umgebung;503;152281;711;11;172
Sankt Johann im Pongau;504;80573;764;18;137
Tamsweg;505;20320;62;1;15
Zell am See;506;87462;523;9;44
Graz(Stadt);601;288806;1487;54;139
Deutschlandsberg;603;60821;128;2;15
Graz-Umgebung;606;154260;561;36;64
Leibnitz;610;82484;315;9;37
Leoben;611;60060;182;3;60
Liezen;612;79901;249;2;32
Murau;614;27659;43;0;4
Voitsberg;616;51161;223;6;52
Weiz;617;90343;353;18;51
Murtal;620;72004;162;2;27
Bruck-Mürzzuschlag;621;98984;245;10;49
Hartberg-Fürstenfeld;622;90622;438;41;26
Südoststeiermark;623;85947;120;2;22
Innsbruck-Stadt;701;132110;1709;7;244
Imst;702;60056;550;6;97
Innsbruck-Land;703;179318;1388;14;250
Kitzbühel;704;63881;502;11;20
Kufstein;705;109682;1095;35;85
Landeck;706;44362;1253;16;52
Lienz;707;48753;203;6;19
Reutte;708;32670;135;1;12
Schwaz;709;83873;897;15;141
Bludenz;801;63714;526;6;56
Bregenz;802;134383;794;11;152
Dornbirn;803;89041;599;6;82
Feldkirch;804;107159;721;4;139
Wien;900;1897491;22036;283;2759
