Bundesland;Anzahl;GKZ;Timestamp
Wien;7209;9;2020-12-13T20:02:00
Vorarlberg;2013;8;2020-12-13T20:02:00
Tirol;2775;7;2020-12-13T20:02:00
Steiermark;9415;6;2020-12-13T20:02:00
Salzburg;2583;5;2020-12-13T20:02:00
Oberösterreich;4579;4;2020-12-13T20:02:00
Niederösterreich;6145;3;2020-12-13T20:02:00
Kärnten;1836;2;2020-12-13T20:02:00
Burgenland;969;1;2020-12-13T20:02:00
