Altersgruppe;Anzahl;Timestamp
<5;1;2020-12-05T11:02:00
5-14;0;2020-12-05T11:02:00
15-24;1;2020-12-05T11:02:00
25-34;4;2020-12-05T11:02:00
35-44;8;2020-12-05T11:02:00
45-54;50;2020-12-05T11:02:00
55-64;142;2020-12-05T11:02:00
65-74;475;2020-12-05T11:02:00
75-84;1217;2020-12-05T11:02:00
>84;1565;2020-12-05T11:02:00
